             spacepy  spacepy-irbem  spiceypy1  spiceypy2     sunpy  |max-min|
2012-04-26 -0.001546      -0.014569  -0.050137  -0.049182 -0.001016   0.050137
2012-04-27 -0.001360      -0.014380  -0.050226  -0.049276 -0.001205   0.050226
2012-04-28 -0.001177      -0.014190  -0.050258  -0.049313 -0.001334   0.050258
2012-04-29 -0.000995      -0.013999  -0.050227  -0.049284 -0.001397   0.050227
2012-04-30 -0.000814      -0.013806  -0.050129  -0.049189 -0.001389   0.050129
2012-05-01 -0.000632      -0.013612  -0.049962  -0.049024 -0.001307   0.049962
2012-05-02 -0.000449      -0.013417  -0.049729  -0.048793 -0.001154   0.049729
2012-05-03 -0.000264      -0.013220  -0.049436  -0.048500 -0.000935   0.049436
2012-05-04 -0.000079      -0.013022  -0.049092  -0.048156 -0.000662   0.049092
2012-05-05  0.000106      -0.012823  -0.048712  -0.047776 -0.000351   0.048818
2012-05-06  0.000287      -0.012623  -0.048315  -0.047377 -0.000022   0.048601
2012-05-07  0.000462      -0.012422  -0.047919  -0.046979  0.000303   0.048381
2012-05-08  0.000630      -0.012219  -0.047546  -0.046603  0.000605   0.048176
2012-05-09  0.000792      -0.012015  -0.047213  -0.046266  0.000866   0.048078
2012-05-10  0.000949      -0.011810  -0.046934  -0.045983  0.001074   0.048008
2012-05-11  0.001103      -0.011604  -0.046718  -0.045763  0.001223   0.047941
2012-05-12  0.001257      -0.011397  -0.046572  -0.045610  0.001307   0.047879
2012-05-13  0.001411      -0.011189  -0.046495  -0.045527  0.001328   0.047906
2012-05-14  0.001566      -0.010980  -0.046487  -0.045511  0.001287   0.048053
2012-05-15  0.001722      -0.010770  -0.046542  -0.045558  0.001188   0.048264
2012-05-16  0.001878      -0.010558  -0.046654  -0.045661  0.001036   0.048532
2012-05-17  0.002034      -0.010346  -0.046815  -0.045812  0.000839   0.048849
2012-05-18  0.002188      -0.010133  -0.047017  -0.046003  0.000605   0.049205
2012-05-19  0.002339      -0.009918  -0.047249  -0.046224  0.000342   0.049589
2012-05-20  0.002487      -0.009703  -0.047502  -0.046464  0.000059   0.049989
2012-05-21  0.002631      -0.009487  -0.047764  -0.046713 -0.000232   0.050395
2012-05-22  0.002769      -0.009270  -0.048024  -0.046959 -0.000522   0.050793
2012-05-23  0.002903      -0.009052  -0.048272  -0.047192 -0.000799   0.051175
2012-05-24  0.003031      -0.008833  -0.048497  -0.047401 -0.001053   0.051528
2012-05-25  0.003154      -0.008614  -0.048688  -0.047576 -0.001272   0.051842
2012-05-26  0.003274      -0.008393  -0.048837  -0.047707 -0.001448   0.052111
2012-05-27  0.003391      -0.008172  -0.048935  -0.047787 -0.001569   0.052327
2012-05-28  0.003507      -0.007950  -0.048977  -0.047809 -0.001629   0.052484
2012-05-29  0.003623      -0.007728  -0.048956  -0.047768 -0.001621   0.052579
2012-05-30  0.003740      -0.007504  -0.048871  -0.047663 -0.001544   0.052611
2012-05-31  0.003858      -0.007280  -0.048724  -0.047494 -0.001398   0.052582
2012-06-01  0.003976      -0.007055  -0.048518  -0.047265 -0.001190   0.052494
2012-06-02  0.004093      -0.006830  -0.048262  -0.046986 -0.000930   0.052355
2012-06-03  0.004206      -0.006604  -0.047969  -0.046668 -0.000631   0.052175
2012-06-04  0.004313      -0.006377  -0.047654  -0.046327 -0.000313   0.051966
2012-06-05  0.004412      -0.006150  -0.047334  -0.045981  0.000007   0.051746
2012-06-06  0.004503      -0.005923  -0.047027  -0.045647  0.000313   0.051530
2012-06-07  0.004588      -0.005694  -0.046748  -0.045340  0.000591   0.051337
2012-06-08  0.004669      -0.005466  -0.046511  -0.045074  0.000831   0.051180
2012-06-09  0.004748      -0.005237  -0.046324  -0.044857  0.001024   0.051071
2012-06-10  0.004825      -0.005007  -0.046192  -0.044694  0.001167   0.051018
2012-06-11  0.004903      -0.004777  -0.046119  -0.044589  0.001259   0.051022
2012-06-12  0.004980      -0.004547  -0.046103  -0.044541  0.001298   0.051083
2012-06-13  0.005057      -0.004316  -0.046143  -0.044547  0.001286   0.051200
2012-06-14  0.005132      -0.004086  -0.046234  -0.044604  0.001226   0.051367
2012-06-15  0.005206      -0.003854  -0.046372  -0.044706  0.001123   0.051578
2012-06-16  0.005276      -0.003623  -0.046549  -0.044847  0.000982   0.051825
2012-06-17  0.005342      -0.003391  -0.046759  -0.045020  0.000808   0.052101
2012-06-18  0.005404      -0.003160  -0.046993  -0.045216  0.000610   0.052396
2012-06-19  0.005459      -0.002928  -0.047242  -0.045426  0.000395   0.052702
2012-06-20  0.005509      -0.002696  -0.047498  -0.045642  0.000173   0.053007
2012-06-21  0.005552      -0.002464  -0.047750  -0.045854 -0.000046   0.053302
2012-06-22  0.005590      -0.002231  -0.047989  -0.046051 -0.000252   0.053579
2012-06-23  0.005623      -0.001999  -0.048205  -0.046224 -0.000434   0.053827
2012-06-24  0.005652      -0.001767  -0.048388  -0.046365 -0.000582   0.054040
2012-06-25  0.005680      -0.001535  -0.048532  -0.046464 -0.000686   0.054211
2012-06-26  0.005706      -0.001303  -0.048628  -0.046516 -0.000738   0.054335
2012-06-27  0.005733      -0.001071  -0.048673  -0.046515 -0.000734   0.054406
2012-06-28  0.005761      -0.000839  -0.048664  -0.046459 -0.000670   0.054425
2012-06-29  0.005789      -0.000607  -0.048601  -0.046349 -0.000548   0.054389
2012-06-30  0.005815      -0.000376  -0.048487  -0.046187 -0.000373   0.054302
2012-07-01  0.007282      -0.000144  -0.045432  -0.043084  0.002741   0.052713
2012-07-02  0.005847       0.000087  -0.045238  -0.042840  0.002993   0.051085
2012-07-03  0.005857       0.000317  -0.045022  -0.042573  0.003264   0.050879
2012-07-04  0.005859       0.000548  -0.044797  -0.042297  0.003541   0.050656
2012-07-05  0.005854       0.000778  -0.044576  -0.042025  0.003811   0.050430
2012-07-06  0.005844       0.001008  -0.044373  -0.041769  0.004065   0.050217
2012-07-07  0.005830       0.001237  -0.044198  -0.041540  0.004293   0.050028
2012-07-08  0.005815       0.001466  -0.044058  -0.041346  0.004489   0.049873
2012-07-09  0.005800       0.001695  -0.043959  -0.041192  0.004649   0.049758
2012-07-10  0.005784       0.001923  -0.043904  -0.041082  0.004768   0.049688
2012-07-11  0.005768       0.002150  -0.043895  -0.041017  0.004846   0.049663
2012-07-12  0.005751       0.002378  -0.043932  -0.040997  0.004882   0.049683
2012-07-13  0.005733       0.002604  -0.044013  -0.041020  0.004876   0.049746
2012-07-14  0.005713       0.002830  -0.044134  -0.041083  0.004829   0.049847
2012-07-15  0.005689       0.003056  -0.044293  -0.041183  0.004745   0.049982
2012-07-16  0.005662       0.003281  -0.044484  -0.041315  0.004628   0.050146
2012-07-17  0.005630       0.003505  -0.044703  -0.041473  0.004481   0.050333
2012-07-18  0.005593       0.003729  -0.044942  -0.041651  0.004311   0.050535
2012-07-19  0.005551       0.003952  -0.045193  -0.041841  0.004126   0.050744
2012-07-20  0.005504       0.004174  -0.045450  -0.042036  0.003935   0.050954
2012-07-21  0.005452       0.004396  -0.045703  -0.042226  0.003746   0.051155
2012-07-22  0.005398       0.004617  -0.045943  -0.042403  0.003572   0.051341
2012-07-23  0.005343       0.004837  -0.046161  -0.042558  0.003421   0.051504
2012-07-24  0.005288       0.005057  -0.046351  -0.042683  0.003303   0.051639
2012-07-25  0.005234       0.005276  -0.046505  -0.042773  0.003225   0.051781
2012-07-26  0.005182       0.005494  -0.046618  -0.042821  0.003193   0.052113
2012-07-27  0.005132       0.005712  -0.046688  -0.042825  0.003208   0.052400
2012-07-28  0.005082       0.005928  -0.046714  -0.042785  0.003268   0.052643
2012-07-29  0.005030       0.006144  -0.046698  -0.042702  0.003370   0.052842
2012-07-30  0.004974       0.006359  -0.046644  -0.042581  0.003508   0.053004
2012-07-31  0.004914       0.006573  -0.046560  -0.042428  0.003673   0.053133
2012-08-01  0.004848       0.006787  -0.046453  -0.042253  0.003856   0.053240
2012-08-02  0.004776       0.007000  -0.046333  -0.042065  0.004048   0.053333
2012-08-03  0.004701       0.007211  -0.046210  -0.041873  0.004243   0.053422
2012-08-04  0.004622       0.007423  -0.046094  -0.041688  0.004432   0.053517
2012-08-05  0.004543       0.007633  -0.045993  -0.041517  0.004608   0.053626
2012-08-06  0.004464       0.007842  -0.045915  -0.041368  0.004765   0.053757
2012-08-07  0.004387       0.008051  -0.045863  -0.041245  0.004898   0.053914
2012-08-08  0.004310       0.008258  -0.045843  -0.041154  0.005004   0.054101
2012-08-09  0.004234       0.008465  -0.045858  -0.041097  0.005078   0.054323
2012-08-10  0.004159       0.008671  -0.045908  -0.041075  0.005118   0.054579
2012-08-11  0.004084       0.008876  -0.045995  -0.041090  0.005123   0.054871
2012-08-12  0.004008       0.009080  -0.046118  -0.041140  0.005092   0.055198
2012-08-13  0.003931       0.009283  -0.046275  -0.041224  0.005026   0.055559
2012-08-14  0.003851       0.009486  -0.046465  -0.041340  0.004926   0.055951
2012-08-15  0.003768       0.009687  -0.046684  -0.041485  0.004795   0.056372
2012-08-16  0.003682       0.009888  -0.046928  -0.041654  0.004636   0.056816
2012-08-17  0.003592       0.010088  -0.047190  -0.041842  0.004457   0.057278
2012-08-18  0.003499       0.010287  -0.047464  -0.042040  0.004264   0.057750
2012-08-19  0.003404       0.010484  -0.047742  -0.042243  0.004068   0.058226
2012-08-20  0.003308       0.010681  -0.048015  -0.042440  0.003877   0.058696
2012-08-21  0.003214       0.010878  -0.048274  -0.042623  0.003704   0.059152
2012-08-22  0.003122       0.011073  -0.048513  -0.042785  0.003556   0.059586
2012-08-23  0.003032       0.011267  -0.048723  -0.042918  0.003441   0.059990
2012-08-24  0.002946       0.011460  -0.048899  -0.043017  0.003364   0.060359
2012-08-25  0.002860       0.011653  -0.049038  -0.043078  0.003327   0.060690
2012-08-26  0.002775       0.011844  -0.049137  -0.043099  0.003329   0.060981
2012-08-27  0.002687       0.012035  -0.049199  -0.043083  0.003368   0.061234
2012-08-28  0.002597       0.012224  -0.049226  -0.043030  0.003439   0.061450
2012-08-29  0.002501       0.012413  -0.049222  -0.042947  0.003536   0.061634
2012-08-30  0.002402       0.012600  -0.049193  -0.042840  0.003655   0.061794
2012-08-31  0.002298       0.012787  -0.049149  -0.042715  0.003789   0.061935
2012-09-01  0.002193       0.012973  -0.049095  -0.042581  0.003932   0.062067
2012-09-02  0.002085       0.013157  -0.049040  -0.042445  0.004077   0.062197
2012-09-03  0.001978       0.013341  -0.048991  -0.042315  0.004219   0.062332
2012-09-04  0.001872       0.013524  -0.048955  -0.042198  0.004350   0.062479
2012-09-05  0.001766       0.013705  -0.048938  -0.042100  0.004466   0.062644
2012-09-06  0.001662       0.013886  -0.048946  -0.042025  0.004561   0.062832
2012-09-07  0.001559       0.014066  -0.048982  -0.041978  0.004631   0.063047
2012-09-08  0.001456       0.014244  -0.049049  -0.041962  0.004672   0.063294
2012-09-09  0.001353       0.014422  -0.049151  -0.041981  0.004680   0.063573
2012-09-10  0.001249       0.014599  -0.049288  -0.042034  0.004653   0.063887
2012-09-11  0.001144       0.014774  -0.049462  -0.042123  0.004588   0.064236
2012-09-12  0.001035       0.014948  -0.049672  -0.042248  0.004487   0.064620
2012-09-13  0.000923       0.015122  -0.049916  -0.042407  0.004349   0.065037
2012-09-14  0.000807       0.015294  -0.050190  -0.042596  0.004179   0.065484
2012-09-15  0.000687       0.015465  -0.050491  -0.042810  0.003980   0.065956
2012-09-16  0.000564       0.015635  -0.050810  -0.043043  0.003763   0.066445
2012-09-17  0.000439       0.015804  -0.051139  -0.043285  0.003535   0.066944
2012-09-18  0.000313       0.015972  -0.051470  -0.043528  0.003311   0.067442
2012-09-19  0.000189       0.016139  -0.051790  -0.043761  0.003100   0.067929
2012-09-20  0.000066       0.016305  -0.052092  -0.043974  0.002914   0.068396
2012-09-21 -0.000055       0.016469  -0.052366  -0.044159  0.002761   0.068835
2012-09-22 -0.000175       0.016632  -0.052605  -0.044308  0.002646   0.069237
2012-09-23 -0.000296       0.016794  -0.052806  -0.044419  0.002571   0.069600
2012-09-24 -0.000419       0.016955  -0.052965  -0.044488  0.002537   0.069920
2012-09-25 -0.000546       0.017115  -0.053084  -0.044516  0.002542   0.070198
2012-09-26 -0.000679       0.017273  -0.053164  -0.044505  0.002583   0.070437
2012-09-27 -0.000816       0.017430  -0.053211  -0.044460  0.002656   0.070641
2012-09-28 -0.000959       0.017586  -0.053229  -0.044385  0.002756   0.070814
2012-09-29 -0.001105       0.017740  -0.053225  -0.044288  0.002877   0.070965
2012-09-30 -0.001255       0.017894  -0.053206  -0.044177  0.003014   0.071100
2012-10-01 -0.001407       0.018045  -0.053182  -0.044058  0.003159   0.071227
2012-10-02 -0.001561       0.018196  -0.053159  -0.043940  0.003306   0.071355
2012-10-03 -0.001714       0.018345  -0.053145  -0.043831  0.003448   0.071490
2012-10-04 -0.001869       0.018493  -0.053147  -0.043738  0.003577   0.071640
2012-10-05 -0.002023       0.018640  -0.053172  -0.043667  0.003686   0.071812
2012-10-06 -0.002178       0.018785  -0.053227  -0.043625  0.003771   0.072012
2012-10-07 -0.002335       0.018929  -0.053316  -0.043617  0.003824   0.072244
2012-10-08 -0.002493       0.019071  -0.053443  -0.043646  0.003840   0.072514
2012-10-09 -0.002653       0.019212  -0.053613  -0.043718  0.003814   0.072825
2012-10-10 -0.002817       0.019351  -0.053828  -0.043833  0.003744   0.073179
2012-10-11 -0.002986       0.019489  -0.054088  -0.043994  0.003626   0.073577
2012-10-12 -0.003160       0.019625  -0.054393  -0.044200  0.003463   0.074019
2012-10-13 -0.003339       0.019760  -0.054741  -0.044446  0.003255   0.074501
2012-10-14 -0.003524       0.019894  -0.055125  -0.044729  0.003011   0.075018
2012-10-15 -0.003713       0.020026  -0.055536  -0.045039  0.002738   0.075562
2012-10-16 -0.003905       0.020156  -0.055964  -0.045364  0.002450   0.076120
2012-10-17 -0.004098       0.020285  -0.056395  -0.045693  0.002163   0.076680
2012-10-18 -0.004290       0.020412  -0.056817  -0.046011  0.001892   0.077229
2012-10-19 -0.004481       0.020538  -0.057215  -0.046305  0.001649   0.077752
2012-10-20 -0.004672       0.020662  -0.057578  -0.046564  0.001445   0.078240
2012-10-21 -0.004864       0.020784  -0.057898  -0.046779  0.001287   0.078683
2012-10-22 -0.005059       0.020905  -0.058170  -0.046946  0.001179   0.079075
2012-10-23 -0.005259       0.021025  -0.058390  -0.047060  0.001121   0.079414
2012-10-24 -0.005463       0.021142  -0.058558  -0.047123  0.001112   0.079701
2012-10-25 -0.005674       0.021259  -0.058678  -0.047136  0.001151   0.079937
2012-10-26 -0.005890       0.021373  -0.058754  -0.047105  0.001231   0.080127
2012-10-27 -0.006111       0.021486  -0.058792  -0.047036  0.001349   0.080278
2012-10-28 -0.006335       0.021597  -0.058799  -0.046935  0.001497   0.080396
2012-10-29 -0.006563       0.021707  -0.058784  -0.046812  0.001669   0.080491
2012-10-30 -0.006793       0.021815  -0.058755  -0.046676  0.001855   0.080571
2012-10-31 -0.007024       0.021922  -0.058723  -0.046535  0.002048   0.080646
2012-11-01 -0.007256       0.022027  -0.058697  -0.046400  0.002237   0.080724
2012-11-02 -0.007488       0.022131  -0.058686  -0.046280  0.002414   0.080817
2012-11-03 -0.007720       0.022233  -0.058699  -0.046183  0.002570   0.080932
2012-11-04 -0.007953       0.022334  -0.058745  -0.046120  0.002695   0.081078
2012-11-05 -0.008186       0.022433  -0.058831  -0.046096  0.002782   0.081264
2012-11-06 -0.008421       0.022530  -0.058965  -0.046120  0.002821   0.081495
2012-11-07 -0.008659       0.022627  -0.059152  -0.046197  0.002807   0.081778
2012-11-08 -0.008899       0.022722  -0.059396  -0.046332  0.002734   0.082118
2012-11-09 -0.009143       0.022815  -0.059701  -0.046527  0.002599   0.082517
2012-11-10 -0.009391       0.022908  -0.060066  -0.046782  0.002401   0.082974
2012-11-11 -0.009644       0.022999  -0.060487  -0.047093  0.002143   0.083486
2012-11-12 -0.009901       0.023089  -0.060958  -0.047454  0.001832   0.084046
2012-11-13 -0.010160       0.023178  -0.061466  -0.047852  0.001482   0.084643
2012-11-14 -0.010419       0.023265  -0.061996  -0.048273  0.001111   0.085261
2012-11-15 -0.010675       0.023352  -0.062530  -0.048698  0.000737   0.085882
2012-11-16 -0.010929       0.023438  -0.063050  -0.049109  0.000381   0.086488
2012-11-17 -0.011180       0.023523  -0.063537  -0.049487  0.000060   0.087060
2012-11-18 -0.011428       0.023607  -0.063978  -0.049819 -0.000212   0.087585
2012-11-19 -0.011676       0.023691  -0.064360  -0.050094 -0.000427   0.088050
2012-11-20 -0.011925       0.023774  -0.064676  -0.050303 -0.000578   0.088450
2012-11-21 -0.012176       0.023856  -0.064925  -0.050445 -0.000663   0.088781
2012-11-22 -0.012428       0.023938  -0.065105  -0.050519 -0.000684   0.089043
2012-11-23 -0.012682       0.024019  -0.065220  -0.050528 -0.000644   0.089239
2012-11-24 -0.012938       0.024101  -0.065275  -0.050478 -0.000546   0.089375
2012-11-25 -0.013193       0.024182  -0.065276  -0.050375 -0.000398   0.089458
2012-11-26 -0.013449       0.024263  -0.065232  -0.050228 -0.000207   0.089495
2012-11-27 -0.013703       0.024344  -0.065153  -0.050047  0.000017   0.089497
2012-11-28 -0.013954       0.024426  -0.065049  -0.049841  0.000266   0.089475
2012-11-29 -0.014202       0.024507  -0.064932  -0.049623  0.000527   0.089440
2012-11-30 -0.014446       0.024589  -0.064814  -0.049405  0.000790   0.089403
2012-12-01 -0.014686       0.024672  -0.064706  -0.049198  0.001042   0.089378
2012-12-02 -0.014922       0.024755  -0.064620  -0.049015  0.001271   0.089375
2012-12-03 -0.015153       0.024840  -0.064568  -0.048866  0.001466   0.089407
2012-12-04 -0.015380       0.024925  -0.064560  -0.048763  0.001615   0.089485
2012-12-05 -0.015603       0.025011  -0.064607  -0.048715  0.001708   0.089617
2012-12-06 -0.015825       0.025098  -0.064715  -0.048730  0.001735   0.089813
2012-12-07 -0.016044       0.025187  -0.064893  -0.048815  0.001689   0.090079
2012-12-08 -0.016262       0.025277  -0.065142  -0.048974  0.001566   0.090419
2012-12-09 -0.016479       0.025369  -0.065464  -0.049207  0.001363   0.090833
2012-12-10 -0.016694       0.025462  -0.065855  -0.049510  0.001086   0.091317
2012-12-11 -0.016907       0.025557  -0.066305  -0.049874  0.000743   0.091863
2012-12-12 -0.017116       0.025655  -0.066802  -0.050285  0.000351   0.092456
2012-12-13 -0.017318       0.025754  -0.067324  -0.050725 -0.000070   0.093078
2012-12-14 -0.017512       0.025856  -0.067852  -0.051171 -0.000496   0.093708
2012-12-15 -0.017697       0.025960  -0.068362  -0.051600 -0.000904   0.094322
2012-12-16 -0.017874       0.026066  -0.068834  -0.051993 -0.001273   0.094900
2012-12-17 -0.018043       0.026176  -0.069249  -0.052330 -0.001588   0.095424
2012-12-18 -0.018207       0.026288  -0.069594  -0.052601 -0.001836   0.095882
2012-12-19 -0.018366       0.026403  -0.069862  -0.052795 -0.002011   0.096265
2012-12-20 -0.018521       0.026521  -0.070049  -0.052909 -0.002109   0.096569
2012-12-21 -0.018672       0.026642  -0.070154  -0.052943 -0.002130   0.096795
2012-12-22 -0.018819       0.026766  -0.070179  -0.052900 -0.002078   0.096945
2012-12-23 -0.018961       0.026894  -0.070130  -0.052784 -0.001957   0.097024
2012-12-24 -0.019098       0.027025  -0.070013  -0.052602 -0.001774   0.097038
2012-12-25 -0.019229       0.027159  -0.069838  -0.052363 -0.001537   0.096998
2012-12-26 -0.019353       0.027298  -0.069614  -0.052077 -0.001254   0.096912
2012-12-27 -0.019469       0.027440  -0.069352  -0.051756 -0.000937   0.096792
2012-12-28 -0.019578       0.027586  -0.069066  -0.051411 -0.000597   0.096652
2012-12-29 -0.019677       0.027736  -0.068768  -0.051056 -0.000248   0.096503
2012-12-30 -0.019768       0.027889  -0.068471  -0.050705  0.000097   0.096361
2012-12-31 -0.019850       0.028047  -0.068192  -0.050373  0.000423   0.096239
2013-01-01 -0.020040      -0.028301  -0.068058  -0.050188  0.000601   0.068659
2013-01-02 -0.020107      -0.028158  -0.067851  -0.049932  0.000847   0.068699
2013-01-03 -0.020167      -0.028019  -0.067701  -0.049734  0.001034   0.068735
2013-01-04 -0.020222      -0.027884  -0.067616  -0.049604  0.001150   0.068765
2013-01-05 -0.020272      -0.027752  -0.067605  -0.049549  0.001185   0.068790
2013-01-06 -0.020317      -0.027624  -0.067672  -0.049574  0.001136   0.068807
2013-01-07 -0.020359      -0.027500  -0.067818  -0.049680  0.001000   0.068818
2013-01-08 -0.020396      -0.027379  -0.068040  -0.049863  0.000782   0.068822
2013-01-09 -0.020427      -0.027261  -0.068328  -0.050115  0.000493   0.068821
2013-01-10 -0.020450      -0.027146  -0.068668  -0.050419  0.000148   0.068816
2013-01-11 -0.020464      -0.027034  -0.069040  -0.050759 -0.000232   0.069040
2013-01-12 -0.020468      -0.026926  -0.069423  -0.051110 -0.000624   0.069423
2013-01-13 -0.020462      -0.026820  -0.069794  -0.051451 -0.001004   0.069794
2013-01-14 -0.020447      -0.026716  -0.070131  -0.051760 -0.001352   0.070131
2013-01-15 -0.020424      -0.026616  -0.070415  -0.052018 -0.001650   0.070415
2013-01-16 -0.020395      -0.026518  -0.070634  -0.052212 -0.001886   0.070634
2013-01-17 -0.020361      -0.026422  -0.070777  -0.052332 -0.002051   0.070777
2013-01-18 -0.020322      -0.026329  -0.070839  -0.052373 -0.002141   0.070839
2013-01-19 -0.020279      -0.026237  -0.070819  -0.052333 -0.002153   0.070819
2013-01-20 -0.020231      -0.026148  -0.070716  -0.052212 -0.002088   0.070716
2013-01-21 -0.020178      -0.026060  -0.070535  -0.052014 -0.001951   0.070535
2013-01-22 -0.020120      -0.025975  -0.070280  -0.051745 -0.001744   0.070280
2013-01-23 -0.020056      -0.025890  -0.069959  -0.051410 -0.001475   0.069959
2013-01-24 -0.019985      -0.025808  -0.069580  -0.051020 -0.001152   0.069580
2013-01-25 -0.019908      -0.025726  -0.069154  -0.050584 -0.000785   0.069154
2013-01-26 -0.019822      -0.025646  -0.068693  -0.050115 -0.000384   0.068693
2013-01-27 -0.019729      -0.025568  -0.068211  -0.049626  0.000036   0.068246
2013-01-28 -0.019629      -0.025490  -0.067722  -0.049131  0.000461   0.068182
2013-01-29 -0.019522      -0.025413  -0.067242  -0.048647  0.000875   0.068116
2013-01-30 -0.019408      -0.025337  -0.066786  -0.048189  0.001262   0.068048
2013-01-31 -0.019289      -0.025261  -0.066370  -0.047772  0.001607   0.067977
2013-02-01 -0.019166      -0.025186  -0.066008  -0.047410  0.001893   0.067901
2013-02-02 -0.019041      -0.025112  -0.065712  -0.047115  0.002109   0.067821
2013-02-03 -0.018913      -0.025038  -0.065491  -0.046898  0.002244   0.067735
2013-02-04 -0.018783      -0.024964  -0.065350  -0.046762  0.002292   0.067643
2013-02-05 -0.018651      -0.024890  -0.065292  -0.046709  0.002253   0.067545
2013-02-06 -0.018515      -0.024817  -0.065313  -0.046737  0.002131   0.067443
2013-02-07 -0.018374      -0.024743  -0.065403  -0.046836  0.001935   0.067338
2013-02-08 -0.018226      -0.024669  -0.065551  -0.046993  0.001681   0.067232
2013-02-09 -0.018071      -0.024595  -0.065738  -0.047191  0.001387   0.067125
2013-02-10 -0.017909      -0.024521  -0.065945  -0.047410  0.001073   0.067018
2013-02-11 -0.017740      -0.024446  -0.066151  -0.047630  0.000759   0.066910
2013-02-12 -0.017565      -0.024370  -0.066336  -0.047829  0.000465   0.066801
2013-02-13 -0.017386      -0.024294  -0.066483  -0.047992  0.000207   0.066690
2013-02-14 -0.017204      -0.024218  -0.066578  -0.048104 -0.000002   0.066578
2013-02-15 -0.017021      -0.024141  -0.066609  -0.048153 -0.000152   0.066609
2013-02-16 -0.016836      -0.024062  -0.066570  -0.048133 -0.000236   0.066570
2013-02-17 -0.016649      -0.023984  -0.066457  -0.048040 -0.000250   0.066457
2013-02-18 -0.016461      -0.023904  -0.066267  -0.047872 -0.000191   0.066267
2013-02-19 -0.016270      -0.023823  -0.066002  -0.047629 -0.000061   0.066002
2013-02-20 -0.016077      -0.023741  -0.065665  -0.047314  0.000140   0.065805
2013-02-21 -0.015880      -0.023658  -0.065259  -0.046932  0.000406   0.065665
2013-02-22 -0.015679      -0.023573  -0.064791  -0.046490  0.000733   0.065524
2013-02-23 -0.015473      -0.023488  -0.064271  -0.045996  0.001111   0.065382
2013-02-24 -0.015263      -0.023401  -0.063709  -0.045461  0.001530   0.065239
2013-02-25 -0.015048      -0.023313  -0.063118  -0.044897  0.001979   0.065097
2013-02-26 -0.014829      -0.023223  -0.062513  -0.044321  0.002440   0.064953
2013-02-27 -0.014606      -0.023132  -0.061910  -0.043748  0.002898   0.064809
2013-02-28 -0.014380      -0.023039  -0.061328  -0.043195  0.003335   0.064662
2013-03-01 -0.014154      -0.022945  -0.060781  -0.042679  0.003731   0.064513
2013-03-02 -0.013929      -0.022850  -0.060288  -0.042217  0.004071   0.064359
2013-03-03 -0.013704      -0.022753  -0.059861  -0.041822  0.004341   0.064202
2013-03-04 -0.013481      -0.022654  -0.059510  -0.041504  0.004530   0.064040
2013-03-05 -0.013258      -0.022554  -0.059241  -0.041269  0.004633   0.063874
2013-03-06 -0.013034      -0.022452  -0.059057  -0.041118  0.004650   0.063706
2013-03-07 -0.012809      -0.022348  -0.058953  -0.041049  0.004585   0.063538
2013-03-08 -0.012579      -0.022243  -0.058923  -0.041053  0.004448   0.063370
2013-03-09 -0.012345      -0.022135  -0.058953  -0.041119  0.004251   0.063205
2013-03-10 -0.012107      -0.022026  -0.059031  -0.041232  0.004010   0.063041
2013-03-11 -0.011865      -0.021916  -0.059137  -0.041375  0.003741   0.062878
2013-03-12 -0.011619      -0.021803  -0.059255  -0.041529  0.003462   0.062717
2013-03-13 -0.011373      -0.021689  -0.059367  -0.041678  0.003187   0.062554
2013-03-14 -0.011127      -0.021573  -0.059457  -0.041805  0.002934   0.062391
2013-03-15 -0.010881      -0.021455  -0.059511  -0.041897  0.002714   0.062225
2013-03-16 -0.010638      -0.021335  -0.059518  -0.041942  0.002538   0.062057
2013-03-17 -0.010395      -0.021214  -0.059470  -0.041931  0.002417   0.061887
2013-03-18 -0.010154      -0.021091  -0.059360  -0.041859  0.002355   0.061715
2013-03-19 -0.009914      -0.020965  -0.059184  -0.041721  0.002358   0.061542
2013-03-20 -0.009674      -0.020838  -0.058940  -0.041515  0.002428   0.061368
2013-03-21 -0.009434      -0.020709  -0.058628  -0.041242  0.002567   0.061196
2013-03-22 -0.009193      -0.020579  -0.058251  -0.040902  0.002773   0.061024
2013-03-23 -0.008950      -0.020446  -0.057812  -0.040501  0.003042   0.060854
2013-03-24 -0.008705      -0.020312  -0.057318  -0.040045  0.003369   0.060686
2013-03-25 -0.008458      -0.020175  -0.056777  -0.039543  0.003743   0.060521
2013-03-26 -0.008208      -0.020037  -0.056203  -0.039007  0.004154   0.060357
2013-03-27 -0.007958      -0.019898  -0.055609  -0.038450  0.004586   0.060195
2013-03-28 -0.007707      -0.019756  -0.055013  -0.037891  0.005021   0.060034
2013-03-29 -0.007459      -0.019612  -0.054432  -0.037348  0.005439   0.059871
2013-03-30 -0.007214      -0.019467  -0.053885  -0.036838  0.005821   0.059706
2013-03-31 -0.006973      -0.019320  -0.053390  -0.036380  0.006149   0.059539
2013-04-01 -0.006736      -0.019171  -0.052960  -0.035986  0.006410   0.059370
2013-04-02 -0.006502      -0.019020  -0.052607  -0.035669  0.006593   0.059201
2013-04-03 -0.006270      -0.018868  -0.052337  -0.035434  0.006696   0.059033
2013-04-04 -0.006038      -0.018714  -0.052150  -0.035282  0.006717   0.058867
2013-04-05 -0.005805      -0.018558  -0.052045  -0.035211  0.006661   0.058706
2013-04-06 -0.005569      -0.018400  -0.052013  -0.035213  0.006536   0.058549
