             spacepy  spacepy-irbem  spiceypy1  spiceypy2     sunpy  |max-min|
2013-04-07 -0.005331      -0.018241  -0.052045  -0.035279  0.006352   0.058396
2013-04-08 -0.005092      -0.018080  -0.052128  -0.035394  0.006120   0.058248
2013-04-09 -0.004851      -0.017917  -0.052247  -0.035546  0.005855   0.058102
2013-04-10 -0.004612      -0.017753  -0.052388  -0.035718  0.005570   0.057958
2013-04-11 -0.004375      -0.017587  -0.052535  -0.035896  0.005280   0.057815
2013-04-12 -0.004140      -0.017420  -0.052675  -0.036065  0.004998   0.057672
2013-04-13 -0.003910      -0.017250  -0.052793  -0.036214  0.004736   0.057530
2013-04-14 -0.003683      -0.017080  -0.052880  -0.036329  0.004506   0.057387
2013-04-15 -0.003459      -0.016907  -0.052926  -0.036402  0.004318   0.057244
2013-04-16 -0.003239      -0.016733  -0.052922  -0.036426  0.004180   0.057103
2013-04-17 -0.003022      -0.016558  -0.052863  -0.036393  0.004099   0.056963
2013-04-18 -0.002806      -0.016381  -0.052745  -0.036300  0.004080   0.056825
2013-04-19 -0.002591      -0.016202  -0.052565  -0.036144  0.004126   0.056691
2013-04-20 -0.002377      -0.016022  -0.052323  -0.035925  0.004238   0.056561
2013-04-21 -0.002162      -0.015841  -0.052020  -0.035644  0.004416   0.056435
2013-04-22 -0.001946      -0.015658  -0.051660  -0.035306  0.004654   0.056314
2013-04-23 -0.001730      -0.015473  -0.051251  -0.034917  0.004947   0.056198
2013-04-24 -0.001513      -0.015287  -0.050802  -0.034487  0.005283   0.056085
2013-04-25 -0.001298      -0.015100  -0.050328  -0.034031  0.005646   0.055974
2013-04-26 -0.001085      -0.014911  -0.049844  -0.033565  0.006020   0.055864
2013-04-27 -0.000878      -0.014721  -0.049370  -0.033106  0.006383   0.055753
2013-04-28 -0.000677      -0.014530  -0.048924  -0.032675  0.006717   0.055641
2013-04-29 -0.000482      -0.014337  -0.048524  -0.032289  0.007005   0.055529
2013-04-30 -0.000292      -0.014143  -0.048186  -0.031963  0.007232   0.055418
2013-05-01 -0.000105      -0.013948  -0.047918  -0.031707  0.007392   0.055310
2013-05-02  0.000081      -0.013751  -0.047728  -0.031527  0.007478   0.055206
2013-05-03  0.000267      -0.013553  -0.047617  -0.031424  0.007492   0.055109
2013-05-04  0.000454      -0.013354  -0.047582  -0.031397  0.007437   0.055018
2013-05-05  0.000643      -0.013153  -0.047617  -0.031438  0.007317   0.054934
2013-05-06  0.000832      -0.012952  -0.047714  -0.031540  0.007141   0.054854
2013-05-07  0.001020      -0.012749  -0.047862  -0.031691  0.006917   0.054779
2013-05-08  0.001207      -0.012545  -0.048050  -0.031881  0.006658   0.054707
2013-05-09  0.001390      -0.012340  -0.048264  -0.032097  0.006373   0.054637
2013-05-10  0.001570      -0.012133  -0.048493  -0.032326  0.006074   0.054568
2013-05-11  0.001745      -0.011926  -0.048725  -0.032555  0.005775   0.054499
2013-05-12  0.001915      -0.011717  -0.048946  -0.032773  0.005485   0.054431
2013-05-13  0.002081      -0.011508  -0.049147  -0.032970  0.005218   0.054365
2013-05-14  0.002241      -0.011297  -0.049318  -0.033135  0.004982   0.054300
2013-05-15  0.002398      -0.011085  -0.049450  -0.033259  0.004787   0.054237
2013-05-16  0.002552      -0.010872  -0.049536  -0.033337  0.004642   0.054178
2013-05-17  0.002703      -0.010659  -0.049571  -0.033361  0.004552   0.054123
2013-05-18  0.002853      -0.010444  -0.049549  -0.033327  0.004523   0.054072
2013-05-19  0.003003      -0.010228  -0.049468  -0.033234  0.004558   0.054026
2013-05-20  0.003152      -0.010011  -0.049328  -0.033079  0.004658   0.053986
2013-05-21  0.003302      -0.009794  -0.049130  -0.032866  0.004820   0.053951
2013-05-22  0.003452      -0.009575  -0.048880  -0.032599  0.005040   0.053920
2013-05-23  0.003600      -0.009356  -0.048586  -0.032286  0.005307   0.053893
2013-05-24  0.003745      -0.009135  -0.048260  -0.031939  0.005607   0.053867
2013-05-25  0.003884      -0.008914  -0.047917  -0.031574  0.005923   0.053840
2013-05-26  0.004016      -0.008692  -0.047575  -0.031209  0.006237   0.053812
2013-05-27  0.004140      -0.008470  -0.047252  -0.030862  0.006530   0.053783
2013-05-28  0.004258      -0.008246  -0.046966  -0.030550  0.006788   0.053754
2013-05-29  0.004371      -0.008022  -0.046731  -0.030287  0.006998   0.053729
2013-05-30  0.004482      -0.007797  -0.046556  -0.030084  0.007152   0.053709
2013-05-31  0.004592      -0.007571  -0.046449  -0.029946  0.007246   0.053695
2013-06-01  0.004702      -0.007345  -0.046410  -0.029875  0.007278   0.053688
2013-06-02  0.004813      -0.007118  -0.046438  -0.029869  0.007249   0.053687
2013-06-03  0.004923      -0.006890  -0.046529  -0.029925  0.007163   0.053692
2013-06-04  0.005031      -0.006662  -0.046675  -0.030036  0.007025   0.053701
2013-06-05  0.005138      -0.006433  -0.046870  -0.030193  0.006842   0.053712
2013-06-06  0.005240      -0.006204  -0.047104  -0.030387  0.006621   0.053725
2013-06-07  0.005338      -0.005974  -0.047368  -0.030610  0.006371   0.053739
2013-06-08  0.005430      -0.005743  -0.047650  -0.030850  0.006102   0.053752
2013-06-09  0.005516      -0.005513  -0.047941  -0.031097  0.005825   0.053766
2013-06-10  0.005597      -0.005281  -0.048230  -0.031342  0.005549   0.053827
2013-06-11  0.005671      -0.005050  -0.048509  -0.031574  0.005284   0.054180
2013-06-12  0.005741      -0.004818  -0.048766  -0.031784  0.005041   0.054507
2013-06-13  0.005806      -0.004585  -0.048995  -0.031963  0.004829   0.054801
2013-06-14  0.005868      -0.004353  -0.049187  -0.032105  0.004657   0.055054
2013-06-15  0.005927      -0.004120  -0.049335  -0.032201  0.004532   0.055262
2013-06-16  0.005985      -0.003886  -0.049434  -0.032247  0.004460   0.055419
2013-06-17  0.006041      -0.003653  -0.049481  -0.032240  0.004445   0.055522
2013-06-18  0.006098      -0.003419  -0.049473  -0.032176  0.004490   0.055571
2013-06-19  0.006153      -0.003186  -0.049410  -0.032056  0.004593   0.055564
2013-06-20  0.006208      -0.002952  -0.049296  -0.031883  0.004751   0.055503
2013-06-21  0.006258      -0.002718  -0.049137  -0.031664  0.004955   0.055395
2013-06-22  0.006304      -0.002484  -0.048942  -0.031409  0.005192   0.055246
2013-06-23  0.006342      -0.002249  -0.048726  -0.031130  0.005448   0.055067
2013-06-24  0.006371      -0.002015  -0.048503  -0.030844  0.005708   0.054874
2013-06-25  0.006393      -0.001781  -0.048290  -0.030566  0.005957   0.054683
2013-06-26  0.006409      -0.001547  -0.048102  -0.030312  0.006181   0.054511
2013-06-27  0.006421      -0.001313  -0.047952  -0.030095  0.006371   0.054372
2013-06-28  0.006431      -0.001079  -0.047849  -0.029924  0.006519   0.054367
2013-06-29  0.006441      -0.000846  -0.047798  -0.029804  0.006619   0.054417
2013-06-30  0.006450      -0.000612  -0.047803  -0.029738  0.006670   0.054473
2013-07-01  0.006458      -0.000379  -0.047864  -0.029727  0.006670   0.054533
2013-07-02  0.006465      -0.000146  -0.047976  -0.029767  0.006620   0.054596
2013-07-03  0.006470       0.000087  -0.048137  -0.029854  0.006524   0.054661
2013-07-04  0.006471       0.000320  -0.048342  -0.029983  0.006386   0.054813
2013-07-05  0.006468       0.000552  -0.048582  -0.030147  0.006210   0.055050
2013-07-06  0.006459       0.000784  -0.048853  -0.030340  0.006005   0.055312
2013-07-07  0.006445       0.001016  -0.049145  -0.030554  0.005776   0.055590
2013-07-08  0.006425       0.001247  -0.049451  -0.030780  0.005531   0.055875
2013-07-09  0.006399       0.001477  -0.049762  -0.031011  0.005280   0.056161
2013-07-10  0.006369       0.001708  -0.050070  -0.031238  0.005031   0.056439
2013-07-11  0.006334       0.001938  -0.050367  -0.031453  0.004794   0.056701
2013-07-12  0.006296       0.002167  -0.050645  -0.031647  0.004577   0.056940
2013-07-13  0.006255       0.002396  -0.050895  -0.031814  0.004389   0.057151
2013-07-14  0.006214       0.002624  -0.051112  -0.031946  0.004238   0.057326
2013-07-15  0.006172       0.002852  -0.051290  -0.032037  0.004130   0.057462
2013-07-16  0.006130       0.003079  -0.051423  -0.032084  0.004071   0.057554
2013-07-17  0.006089       0.003306  -0.051510  -0.032083  0.004062   0.057599
2013-07-18  0.006048       0.003532  -0.051548  -0.032032  0.004103   0.057596
2013-07-19  0.006005       0.003757  -0.051540  -0.031935  0.004191   0.057544
2013-07-20  0.005958       0.003982  -0.051489  -0.031794  0.004320   0.057447
2013-07-21  0.005906       0.004206  -0.051404  -0.031618  0.004480   0.057310
2013-07-22  0.005848       0.004429  -0.051295  -0.031418  0.004661   0.057143
2013-07-23  0.005783       0.004652  -0.051174  -0.031204  0.004850   0.056957
2013-07-24  0.005712       0.004874  -0.051054  -0.030991  0.005036   0.056766
2013-07-25  0.005638       0.005095  -0.050948  -0.030791  0.005210   0.056586
2013-07-26  0.005563       0.005316  -0.050866  -0.030614  0.005362   0.056429
2013-07-27  0.005489       0.005535  -0.050816  -0.030470  0.005486   0.056352
2013-07-28  0.005415       0.005754  -0.050806  -0.030363  0.005575   0.056560
2013-07-29  0.005342       0.005973  -0.050837  -0.030297  0.005627   0.056809
2013-07-30  0.005269       0.006190  -0.050911  -0.030274  0.005638   0.057101
2013-07-31  0.005196       0.006407  -0.051027  -0.030292  0.005608   0.057434
2013-08-01  0.005121       0.006623  -0.051184  -0.030350  0.005537   0.057807
2013-08-02  0.005044       0.006838  -0.051379  -0.030445  0.005429   0.058217
2013-08-03  0.004964       0.007052  -0.051607  -0.030574  0.005286   0.058660
2013-08-04  0.004881       0.007266  -0.051865  -0.030731  0.005111   0.059131
2013-08-05  0.004794       0.007478  -0.052146  -0.030911  0.004911   0.059625
2013-08-06  0.004704       0.007690  -0.052446  -0.031108  0.004691   0.060136
2013-08-07  0.004610       0.007901  -0.052756  -0.031316  0.004458   0.060657
2013-08-08  0.004513       0.008111  -0.053070  -0.031527  0.004221   0.061181
2013-08-09  0.004414       0.008321  -0.053380  -0.031733  0.003988   0.061701
2013-08-10  0.004315       0.008529  -0.053680  -0.031928  0.003768   0.062209
2013-08-11  0.004216       0.008737  -0.053961  -0.032104  0.003568   0.062697
2013-08-12  0.004118       0.008943  -0.054216  -0.032254  0.003398   0.063159
2013-08-13  0.004022       0.009149  -0.054439  -0.032372  0.003263   0.063588
2013-08-14  0.003929       0.009354  -0.054625  -0.032452  0.003169   0.063979
2013-08-15  0.003837       0.009558  -0.054771  -0.032490  0.003118   0.064329
2013-08-16  0.003746       0.009761  -0.054873  -0.032485  0.003111   0.064635
2013-08-17  0.003654       0.009964  -0.054934  -0.032438  0.003146   0.064897
2013-08-18  0.003558       0.010165  -0.054955  -0.032351  0.003217   0.065120
2013-08-19  0.003459       0.010366  -0.054943  -0.032229  0.003318   0.065308
2013-08-20  0.003355       0.010565  -0.054905  -0.032082  0.003441   0.065470
2013-08-21  0.003247       0.010764  -0.054851  -0.031918  0.003577   0.065615
2013-08-22  0.003135       0.010962  -0.054792  -0.031749  0.003719   0.065753
2013-08-23  0.003023       0.011158  -0.054738  -0.031584  0.003857   0.065896
2013-08-24  0.002912       0.011354  -0.054699  -0.031433  0.003984   0.066053
2013-08-25  0.002803       0.011549  -0.054682  -0.031304  0.004093   0.066231
2013-08-26  0.002695       0.011743  -0.054693  -0.031203  0.004176   0.066437
2013-08-27  0.002588       0.011936  -0.054738  -0.031134  0.004230   0.066674
2013-08-28  0.002483       0.012129  -0.054817  -0.031100  0.004251   0.066946
2013-08-29  0.002377       0.012320  -0.054933  -0.031101  0.004236   0.067253
2013-08-30  0.002271       0.012510  -0.055086  -0.031139  0.004186   0.067596
2013-08-31  0.002163       0.012699  -0.055275  -0.031213  0.004099   0.067974
2013-09-01  0.002053       0.012888  -0.055498  -0.031320  0.003977   0.068386
2013-09-02  0.001941       0.013075  -0.055752  -0.031457  0.003823   0.068827
2013-09-03  0.001826       0.013261  -0.056033  -0.031621  0.003639   0.069294
2013-09-04  0.001707       0.013447  -0.056337  -0.031807  0.003432   0.069784
2013-09-05  0.001586       0.013631  -0.056658  -0.032009  0.003207   0.070289
2013-09-06  0.001463       0.013815  -0.056988  -0.032221  0.002972   0.070803
2013-09-07  0.001339       0.013997  -0.057321  -0.032435  0.002736   0.071319
2013-09-08  0.001215       0.014178  -0.057649  -0.032643  0.002507   0.071828
2013-09-09  0.001092       0.014359  -0.057963  -0.032836  0.002296   0.072322
2013-09-10  0.000970       0.014538  -0.058255  -0.033007  0.002111   0.072793
2013-09-11  0.000851       0.014716  -0.058518  -0.033148  0.001960   0.073234
2013-09-12  0.000734       0.014894  -0.058746  -0.033253  0.001848   0.073639
2013-09-13  0.000617       0.015070  -0.058933  -0.033317  0.001777   0.074003
2013-09-14  0.000499       0.015245  -0.059079  -0.033339  0.001750   0.074324
2013-09-15  0.000379       0.015419  -0.059182  -0.033318  0.001764   0.074601
2013-09-16  0.000254       0.015592  -0.059245  -0.033256  0.001816   0.074837
2013-09-17  0.000125       0.015764  -0.059273  -0.033159  0.001900   0.075037
2013-09-18 -0.000010       0.015934  -0.059273  -0.033033  0.002009   0.075208
2013-09-19 -0.000148       0.016104  -0.059255  -0.032887  0.002137   0.075359
2013-09-20 -0.000288       0.016272  -0.059227  -0.032732  0.002276   0.075499
2013-09-21 -0.000430       0.016440  -0.059200  -0.032576  0.002417   0.075639
2013-09-22 -0.000571       0.016606  -0.059182  -0.032430  0.002552   0.075788
2013-09-23 -0.000712       0.016771  -0.059182  -0.032300  0.002673   0.075953
2013-09-24 -0.000853       0.016934  -0.059208  -0.032195  0.002773   0.076142
2013-09-25 -0.000993       0.017097  -0.059264  -0.032120  0.002846   0.076360
2013-09-26 -0.001134       0.017258  -0.059354  -0.032078  0.002888   0.076612
2013-09-27 -0.001276       0.017418  -0.059482  -0.032073  0.002894   0.076900
2013-09-28 -0.001420       0.017577  -0.059649  -0.032106  0.002862   0.077226
2013-09-29 -0.001567       0.017734  -0.059856  -0.032179  0.002792   0.077590
2013-09-30 -0.001717       0.017891  -0.060102  -0.032290  0.002681   0.077993
2013-10-01 -0.001872       0.018046  -0.060387  -0.032439  0.002532   0.078433
2013-10-02 -0.002030       0.018199  -0.060707  -0.032622  0.002347   0.078906
2013-10-03 -0.002193       0.018351  -0.061057  -0.032835  0.002131   0.079408
2013-10-04 -0.002360       0.018502  -0.061432  -0.033071  0.001890   0.079934
2013-10-05 -0.002530       0.018652  -0.061823  -0.033324  0.001634   0.080475
2013-10-06 -0.002702       0.018800  -0.062222  -0.033583  0.001372   0.081022
2013-10-07 -0.002875       0.018947  -0.062618  -0.033839  0.001117   0.081565
2013-10-08 -0.003048       0.019092  -0.063001  -0.034080  0.000880   0.082094
2013-10-09 -0.003220       0.019236  -0.063360  -0.034297  0.000671   0.082597
2013-10-10 -0.003391       0.019379  -0.063685  -0.034479  0.000501   0.083064
2013-10-11 -0.003564       0.019520  -0.063969  -0.034619  0.000376   0.083489
2013-10-12 -0.003738       0.019660  -0.064206  -0.034712  0.000300   0.083866
2013-10-13 -0.003915       0.019798  -0.064393  -0.034754  0.000274   0.084190
2013-10-14 -0.004098       0.019934  -0.064530  -0.034745  0.000297   0.084464
2013-10-15 -0.004286       0.020069  -0.064619  -0.034688  0.000366   0.084689
2013-10-16 -0.004480       0.020203  -0.064667  -0.034589  0.000475   0.084870
2013-10-17 -0.004680       0.020335  -0.064681  -0.034455  0.000617   0.085016
2013-10-18 -0.004883       0.020466  -0.064670  -0.034295  0.000785   0.085136
2013-10-19 -0.005090       0.020595  -0.064644  -0.034120  0.000969   0.085239
2013-10-20 -0.005298       0.020722  -0.064615  -0.033941  0.001161   0.085337
2013-10-21 -0.005508       0.020848  -0.064591  -0.033767  0.001350   0.085439
2013-10-22 -0.005718       0.020972  -0.064584  -0.033609  0.001528   0.085556
2013-10-23 -0.005928       0.021095  -0.064601  -0.033474  0.001685   0.085695
2013-10-24 -0.006140       0.021216  -0.064649  -0.033371  0.001814   0.085865
2013-10-25 -0.006353       0.021335  -0.064736  -0.033304  0.001907   0.086071
2013-10-26 -0.006568       0.021453  -0.064866  -0.033281  0.001959   0.086319
2013-10-27 -0.006785       0.021570  -0.065042  -0.033303  0.001965   0.086611
2013-10-28 -0.007006       0.021684  -0.065267  -0.033374  0.001923   0.086951
2013-10-29 -0.007231       0.021797  -0.065542  -0.033495  0.001830   0.087339
2013-10-30 -0.007460       0.021909  -0.065867  -0.033664  0.001686   0.087776
2013-10-31 -0.007694       0.022019  -0.066238  -0.033881  0.001494   0.088257
2013-11-01 -0.007933       0.022128  -0.066652  -0.034139  0.001259   0.088780
2013-11-02 -0.008175       0.022235  -0.067101  -0.034432  0.000988   0.089336
2013-11-03 -0.008421       0.022340  -0.067574  -0.034749  0.000693   0.089915
2013-11-04 -0.008667       0.022444  -0.068060  -0.035079  0.000387   0.090504
2013-11-05 -0.008914       0.022547  -0.068543  -0.035406  0.000087   0.091090
2013-11-06 -0.009159       0.022648  -0.069009  -0.035716 -0.000193   0.091657
2013-11-07 -0.009402       0.022748  -0.069443  -0.035993 -0.000436   0.092190
2013-11-08 -0.009645       0.022846  -0.069831  -0.036225 -0.000631   0.092677
2013-11-09 -0.009889       0.022943  -0.070163  -0.036401 -0.000768   0.093106
2013-11-10 -0.010134       0.023039  -0.070432  -0.036515 -0.000843   0.093471
2013-11-11 -0.010382       0.023133  -0.070636  -0.036564 -0.000854   0.093769
2013-11-12 -0.010634       0.023227  -0.070774  -0.036547 -0.000803   0.094001
2013-11-13 -0.010890       0.023319  -0.070851  -0.036469 -0.000693   0.094170
2013-11-14 -0.011150       0.023410  -0.070873  -0.036336 -0.000531   0.094283
2013-11-15 -0.011412       0.023500  -0.070848  -0.036158 -0.000324   0.094348
2013-11-16 -0.011675       0.023589  -0.070787  -0.035943 -0.000082   0.094376
2013-11-17 -0.011938       0.023678  -0.070701  -0.035706  0.000185   0.094379
2013-11-18 -0.012200       0.023765  -0.070603  -0.035456  0.000464   0.094368
2013-11-19 -0.012460       0.023852  -0.070505  -0.035207  0.000745   0.094357
2013-11-20 -0.012718       0.023938  -0.070418  -0.034970  0.001016   0.094356
2013-11-21 -0.012974       0.024024  -0.070353  -0.034756  0.001266   0.094377
2013-11-22 -0.013227       0.024109  -0.070321  -0.034575  0.001485   0.094429
2013-11-23 -0.013479       0.024193  -0.070329  -0.034435  0.001662   0.094522
2013-11-24 -0.013730       0.024278  -0.070384  -0.034345  0.001791   0.094662
2013-11-25 -0.013979       0.024362  -0.070495  -0.034310  0.001863   0.094857
2013-11-26 -0.014228       0.024446  -0.070663  -0.034335  0.001874   0.095110
2013-11-27 -0.014477       0.024531  -0.070894  -0.034424  0.001819   0.095425
2013-11-28 -0.014726       0.024615  -0.071187  -0.034576  0.001698   0.095802
2013-11-29 -0.014976       0.024700  -0.071541  -0.034790  0.001510   0.096241
2013-11-30 -0.015226       0.024785  -0.071951  -0.035062  0.001262   0.096736
2013-12-01 -0.015474       0.024870  -0.072408  -0.035382  0.000963   0.097279
2013-12-02 -0.015721       0.024956  -0.072900  -0.035738  0.000626   0.097856
2013-12-03 -0.015963       0.025043  -0.073409  -0.036114  0.000269   0.098453
2013-12-04 -0.016199       0.025131  -0.073917  -0.036491 -0.000087   0.099048
2013-12-05 -0.016429       0.025220  -0.074403  -0.036847 -0.000420   0.099623
2013-12-06 -0.016652       0.025310  -0.074848  -0.037163 -0.000712   0.100158
2013-12-07 -0.016869       0.025401  -0.075234  -0.037423 -0.000947   0.100636
2013-12-08 -0.017082       0.025494  -0.075550  -0.037615 -0.001113   0.101044
2013-12-09 -0.017292       0.025588  -0.075787  -0.037729 -0.001205   0.101374
2013-12-10 -0.017500       0.025684  -0.075941  -0.037764 -0.001220   0.101625
2013-12-11 -0.017706       0.025781  -0.076015  -0.037719 -0.001160   0.101796
2013-12-12 -0.017909       0.025881  -0.076012  -0.037601 -0.001030   0.101893
2013-12-13 -0.018109       0.025983  -0.075940  -0.037415 -0.000835   0.101923
2013-12-14 -0.018305       0.026087  -0.075809  -0.037172 -0.000586   0.101895
2013-12-15 -0.018496       0.026193  -0.075629  -0.036882 -0.000292   0.101821
2013-12-16 -0.018680       0.026301  -0.075412  -0.036559  0.000035   0.101714
2013-12-17 -0.018858       0.026413  -0.075173  -0.036215  0.000383   0.101586
2013-12-18 -0.019027       0.026527  -0.074924  -0.035863  0.000738   0.101451
2013-12-19 -0.019190       0.026644  -0.074678  -0.035518  0.001087   0.101322
2013-12-20 -0.019344       0.026763  -0.074449  -0.035190  0.001418   0.101212
2013-12-21 -0.019490       0.026886  -0.074248  -0.034894  0.001717   0.101134
2013-12-22 -0.019630       0.027012  -0.074085  -0.034638  0.001974   0.101098
2013-12-23 -0.019762       0.027142  -0.073972  -0.034435  0.002178   0.101114
2013-12-24 -0.019889       0.027275  -0.073917  -0.034291  0.002319   0.101191
2013-12-25 -0.020010       0.027411  -0.073926  -0.034214  0.002390   0.101337
2013-12-26 -0.020127       0.027551  -0.074004  -0.034209  0.002385   0.101555
2013-12-27 -0.020238       0.027694  -0.074155  -0.034279  0.002300   0.101849
2013-12-28 -0.020346       0.027841  -0.074378  -0.034423  0.002137   0.102219
2013-12-29 -0.020448       0.027993  -0.074668  -0.034637  0.001898   0.102661
2013-12-30 -0.020545       0.028148  -0.075017  -0.034913  0.001595   0.103165
2013-12-31 -0.020634       0.028307  -0.075411  -0.035236  0.001241   0.103718
2014-01-01 -0.020675      -0.028721  -0.075792  -0.035548  0.000897   0.076689
2014-01-02 -0.020745      -0.028575  -0.076216  -0.035906  0.000508   0.076724
2014-01-03 -0.020804      -0.028433  -0.076621  -0.036248  0.000137   0.076758
2014-01-04 -0.020854      -0.028294  -0.076985  -0.036550 -0.000194   0.076985
2014-01-05 -0.020896      -0.028159  -0.077288  -0.036794 -0.000468   0.077288
2014-01-06 -0.020930      -0.028028  -0.077516  -0.036966 -0.000672   0.077516
2014-01-07 -0.020960      -0.027900  -0.077661  -0.037057 -0.000798   0.077661
2014-01-08 -0.020984      -0.027775  -0.077718  -0.037063 -0.000842   0.077718
2014-01-09 -0.021003      -0.027654  -0.077689  -0.036985 -0.000807   0.077689
2014-01-10 -0.021017      -0.027536  -0.077578  -0.036827 -0.000696   0.077578
2014-01-11 -0.021025      -0.027421  -0.077391  -0.036595 -0.000514   0.077391
2014-01-12 -0.021027      -0.027309  -0.077136  -0.036299 -0.000270   0.077136
2014-01-13 -0.021021      -0.027200  -0.076825  -0.035949  0.000026   0.076852
2014-01-14 -0.021007      -0.027094  -0.076470  -0.035556  0.000364   0.076833
2014-01-15 -0.020985      -0.026990  -0.076081  -0.035133  0.000730   0.076811
2014-01-16 -0.020954      -0.026889  -0.075674  -0.034694  0.001113   0.076787
2014-01-17 -0.020915      -0.026790  -0.075261  -0.034251  0.001498   0.076759
2014-01-18 -0.020867      -0.026693  -0.074855  -0.033818  0.001873   0.076728
2014-01-19 -0.020812      -0.026599  -0.074471  -0.033408  0.002224   0.076695
2014-01-20 -0.020750      -0.026506  -0.074120  -0.033034  0.002537   0.076657
2014-01-21 -0.020682      -0.026415  -0.073814  -0.032708  0.002800   0.076615
2014-01-22 -0.020608      -0.026327  -0.073565  -0.032440  0.003002   0.076567
2014-01-23 -0.020529      -0.026239  -0.073381  -0.032240  0.003134   0.076514
2014-01-24 -0.020447      -0.026154  -0.073268  -0.032114  0.003186   0.076455
2014-01-25 -0.020361      -0.026069  -0.073233  -0.032067  0.003156   0.076389
2014-01-26 -0.020272      -0.025986  -0.073275  -0.032099  0.003041   0.076316
2014-01-27 -0.020178      -0.025904  -0.073392  -0.032209  0.002845   0.076238
2014-01-28 -0.020079      -0.025824  -0.073577  -0.032389  0.002578   0.076154
2014-01-29 -0.019972      -0.025744  -0.073815  -0.032625  0.002252   0.076068
2014-01-30 -0.019858      -0.025665  -0.074090  -0.032899  0.001889   0.075979
2014-01-31 -0.019734      -0.025586  -0.074379  -0.033189  0.001510   0.075889
2014-02-01 -0.019602      -0.025508  -0.074659  -0.033473  0.001140   0.075799
2014-02-02 -0.019463      -0.025431  -0.074907  -0.033726  0.000799   0.075706
2014-02-03 -0.019319      -0.025354  -0.075104  -0.033930  0.000507   0.075611
2014-02-04 -0.019171      -0.025277  -0.075234  -0.034071  0.000276   0.075511
2014-02-05 -0.019021      -0.025201  -0.075288  -0.034136  0.000117   0.075405
2014-02-06 -0.018867      -0.025124  -0.075261  -0.034123  0.000034   0.075295
2014-02-07 -0.018711      -0.025048  -0.075151  -0.034029  0.000028   0.075179
2014-02-08 -0.018551      -0.024971  -0.074961  -0.033857  0.000097   0.075059
2014-02-09 -0.018388      -0.024894  -0.074696  -0.033611  0.000239   0.074934
2014-02-10 -0.018220      -0.024817  -0.074361  -0.033298  0.000446   0.074807
2014-02-11 -0.018046      -0.024740  -0.073966  -0.032926  0.000711   0.074677
2014-02-12 -0.017867      -0.024662  -0.073520  -0.032506  0.001025   0.074544
2014-02-13 -0.017683      -0.024583  -0.073034  -0.032047  0.001376   0.074410
2014-02-14 -0.017492      -0.024504  -0.072521  -0.031563  0.001754   0.074275
2014-02-15 -0.017296      -0.024424  -0.071992  -0.031065  0.002145   0.074138
2014-02-16 -0.017095      -0.024343  -0.071463  -0.030569  0.002535   0.073998
2014-02-17 -0.016889      -0.024261  -0.070947  -0.030087  0.002910   0.073857
2014-02-18 -0.016680      -0.024179  -0.070457  -0.029633  0.003256   0.073713
2014-02-19 -0.016469      -0.024095  -0.070007  -0.029221  0.003558   0.073565
2014-02-20 -0.016256      -0.024011  -0.069610  -0.028863  0.003803   0.073413
2014-02-21 -0.016042      -0.023925  -0.069275  -0.028569  0.003981   0.073256
2014-02-22 -0.015828      -0.023838  -0.069013  -0.028349  0.004081   0.073094
2014-02-23 -0.015613      -0.023750  -0.068829  -0.028209  0.004099   0.072928
2014-02-24 -0.015397      -0.023661  -0.068726  -0.028151  0.004032   0.072757
2014-02-25 -0.015179      -0.023570  -0.068701  -0.028174  0.003883   0.072584
2014-02-26 -0.014956      -0.023478  -0.068749  -0.028270  0.003660   0.072409
2014-02-27 -0.014729      -0.023384  -0.068858  -0.028428  0.003376   0.072234
2014-02-28 -0.014496      -0.023289  -0.069012  -0.028632  0.003048   0.072060
2014-03-01 -0.014258      -0.023193  -0.069189  -0.028862  0.002697   0.071886
2014-03-02 -0.014015      -0.023095  -0.069370  -0.029096  0.002342   0.071712
2014-03-03 -0.013769      -0.022995  -0.069533  -0.029313  0.002004   0.071537
2014-03-04 -0.013523      -0.022894  -0.069659  -0.029494  0.001701   0.071360
2014-03-05 -0.013277      -0.022792  -0.069733  -0.029624  0.001446   0.071179
2014-03-06 -0.013032      -0.022687  -0.069744  -0.029693  0.001251   0.070994
2014-03-07 -0.012787      -0.022581  -0.069685  -0.029693  0.001122   0.070807
2014-03-08 -0.012542      -0.022473  -0.069554  -0.029621  0.001064   0.070618
2014-03-09 -0.012296      -0.022364  -0.069349  -0.029477  0.001077   0.070427
2014-03-10 -0.012049      -0.022252  -0.069074  -0.029262  0.001161   0.070235
2014-03-11 -0.011800      -0.022139  -0.068732  -0.028982  0.001312   0.070044
2014-03-12 -0.011549      -0.022025  -0.068329  -0.028642  0.001524   0.069853
2014-03-13 -0.011295      -0.021908  -0.067873  -0.028248  0.001790   0.069663
2014-03-14 -0.011038      -0.021790  -0.067372  -0.027812  0.002102   0.069474
2014-03-15 -0.010778      -0.021670  -0.066838  -0.027342  0.002448   0.069286
2014-03-16 -0.010516      -0.021548  -0.066283  -0.026852  0.002816   0.069099
2014-03-17 -0.010252      -0.021424  -0.065720  -0.026353  0.003194   0.068913
2014-03-18 -0.009988      -0.021298  -0.065163  -0.025862  0.003564   0.068727
2014-03-19 -0.009724      -0.021171  -0.064627  -0.025392  0.003912   0.068540
