            geopack_08_dp       spacepy  spacepy-irbem     spiceypy1     spiceypy2         sunpy
2010-02-27   3.538269e-14  3.538654e-14   3.539167e-14  3.539121e-14  3.539550e-14  3.538480e-14
2010-02-28   3.548382e-14  3.548712e-14   3.549168e-14  3.549084e-14  3.549453e-14  3.548555e-14
2010-03-01   3.557517e-14  3.557791e-14   3.558189e-14  3.558070e-14  3.558377e-14  3.557653e-14
2010-03-02   3.565613e-14  3.565832e-14   3.566172e-14  3.566020e-14  3.566265e-14  3.565716e-14
2010-03-03   3.572614e-14  3.572777e-14   3.573057e-14  3.572876e-14  3.573059e-14  3.572686e-14
2010-03-04   3.578462e-14  3.578570e-14   3.578790e-14  3.578583e-14  3.578702e-14  3.578506e-14
2010-03-05   3.583103e-14  3.583157e-14   3.583316e-14  3.583085e-14  3.583141e-14  3.583122e-14
2010-03-06   3.586486e-14  3.586487e-14   3.586585e-14  3.586332e-14  3.586323e-14  3.586482e-14
2010-03-07   3.588563e-14  3.588512e-14   3.588549e-14  3.588274e-14  3.588201e-14  3.588537e-14
2010-03-08   3.589291e-14  3.589187e-14   3.589163e-14  3.588867e-14  3.588729e-14  3.589241e-14
2010-03-09   3.588627e-14  3.588473e-14   3.588388e-14  3.588069e-14  3.587867e-14  3.588553e-14
2010-03-10   3.586538e-14  3.586333e-14   3.586189e-14  3.585844e-14  3.585579e-14  3.586437e-14
2010-03-11   3.582990e-14  3.582738e-14   3.582533e-14  3.582160e-14  3.581832e-14  3.582860e-14
2010-03-12   3.577960e-14  3.577661e-14   3.577397e-14  3.576992e-14  3.576601e-14  3.577797e-14
2010-03-13   3.571425e-14  3.571082e-14   3.570759e-14  3.570319e-14  3.569866e-14  3.571226e-14
2010-03-14   3.563372e-14  3.562986e-14   3.562605e-14  3.562125e-14  3.561611e-14  3.563133e-14
2010-03-15   3.553790e-14  3.553365e-14   3.552926e-14  3.552403e-14  3.551830e-14  3.553508e-14
2010-03-16   3.542679e-14  3.542215e-14   3.541721e-14  3.541151e-14  3.540519e-14  3.542350e-14
2010-03-17   3.530040e-14  3.529541e-14   3.528991e-14  3.528372e-14  3.527684e-14  3.529663e-14
2010-03-18   3.515883e-14  3.515351e-14   3.514748e-14  3.514077e-14  3.513335e-14  3.515456e-14
2010-03-19   3.500224e-14  3.499662e-14   3.499007e-14  3.498284e-14  3.497489e-14  3.499747e-14
2010-03-20   3.483086e-14  3.482495e-14   3.481790e-14  3.481017e-14  3.480170e-14  3.482559e-14
2010-03-21   3.464494e-14  3.463877e-14   3.463125e-14  3.462303e-14  3.461408e-14  3.463921e-14
2010-03-22   3.444484e-14  3.443844e-14   3.443046e-14  3.442180e-14  3.441238e-14  3.443868e-14
2010-03-23   3.423095e-14  3.422433e-14   3.421592e-14  3.420687e-14  3.419701e-14  3.422442e-14
2010-03-24   3.400371e-14  3.399690e-14   3.398808e-14  3.397871e-14  3.396843e-14  3.399688e-14
2010-03-25   3.376361e-14  3.375664e-14   3.374743e-14  3.373782e-14  3.372714e-14  3.375656e-14
2010-03-26   3.351120e-14  3.350410e-14   3.349452e-14  3.348474e-14  3.347369e-14  3.350402e-14
