                 spacepy  spacepy-irbem  spiceypy1  spiceypy2         sunpy  |max-min|
2010-01-01 -1.421085e-14       0.011984  -0.011671  -0.000398  0.000000e+00   0.023656
2011-12-07 -1.058280e-05      -0.010783   0.004123   0.000406  1.605788e-05   0.014907
2011-12-08 -1.057420e-05      -0.010852   0.004147   0.000396  1.610640e-05   0.014999
2011-12-09 -1.056561e-05      -0.010921   0.004170   0.000386  1.615493e-05   0.015092
2011-12-10 -1.055701e-05      -0.010990   0.004194   0.000376  1.620346e-05   0.015184
2011-12-11 -1.054841e-05      -0.011059   0.004217   0.000366  1.625200e-05   0.015277
2011-12-12 -1.053981e-05      -0.011128   0.004241   0.000356  1.630055e-05   0.015369
2011-12-13 -1.053121e-05      -0.011197   0.004264   0.000345  1.634911e-05   0.015462
2011-12-14 -1.052261e-05      -0.011266   0.004288   0.000335  1.639767e-05   0.015554
2011-12-15 -1.051400e-05      -0.011335   0.004312   0.000325  1.644625e-05   0.015647
2011-12-16 -1.050540e-05      -0.011404   0.004335   0.000315  1.649483e-05   0.015739
2011-12-17 -1.049679e-05      -0.011473   0.004359   0.000304  1.654341e-05   0.015832
2011-12-18 -1.048818e-05      -0.011542   0.004382   0.000294  1.659201e-05   0.015924
2011-12-19 -1.047957e-05      -0.011611   0.004406   0.000284  1.664061e-05   0.016017
2011-12-20 -1.047096e-05      -0.011680   0.004429   0.000273  1.668922e-05   0.016110
2011-12-21 -1.046234e-05      -0.011749   0.004453   0.000263  1.673784e-05   0.016202
2011-12-22 -1.045373e-05      -0.011818   0.004476   0.000252  1.678646e-05   0.016295
2011-12-23 -1.044511e-05      -0.011887   0.004500   0.000242  1.683510e-05   0.016387
2011-12-24 -1.043650e-05      -0.011956   0.004523   0.000231  1.688374e-05   0.016480
2011-12-25 -1.042788e-05      -0.012026   0.004547   0.000221  1.693239e-05   0.016572
2011-12-26 -1.041926e-05      -0.012095   0.004570   0.000210  1.698104e-05   0.016665
2011-12-27 -1.041063e-05      -0.012164   0.004594   0.000199  1.702971e-05   0.016758
2011-12-28 -1.040201e-05      -0.012233   0.004617   0.000189  1.707838e-05   0.016850
2011-12-29 -1.039339e-05      -0.012302   0.004641   0.000178  1.712706e-05   0.016943
2011-12-30 -1.038476e-05      -0.012371   0.004665   0.000167  1.717574e-05   0.017035
2011-12-31 -1.037613e-05      -0.012440   0.004688   0.000156  1.722444e-05   0.017128
2012-01-01 -2.764064e-05       0.012711   0.004694   0.000128  1.421085e-14   0.012738
2012-01-02 -2.763339e-05       0.012642   0.004718   0.000117 -1.415958e-07   0.012669
2012-01-03 -2.762614e-05       0.012572   0.004741   0.000106 -2.832143e-07   0.012600
2012-01-04 -2.761889e-05       0.012503   0.004765   0.000095 -4.248554e-07   0.012531
2012-01-05 -2.761164e-05       0.012434   0.004788   0.000084 -5.665192e-07   0.012462
2012-01-06 -2.760438e-05       0.012365   0.004812   0.000073 -7.082055e-07   0.012393
2012-01-07 -2.759713e-05       0.012296   0.004836   0.000062 -8.499145e-07   0.012324
2012-01-08 -2.758987e-05       0.012227   0.004859   0.000051 -9.916461e-07   0.012254
2012-01-09 -2.758261e-05       0.012158   0.004883   0.000039 -1.133400e-06   0.012185
2012-01-10 -2.757535e-05       0.012089   0.004906   0.000028 -1.275177e-06   0.012116
2012-01-11 -2.756809e-05       0.012019   0.004930   0.000017 -1.416977e-06   0.012047
2012-01-12 -2.756082e-05       0.011950   0.004953   0.000006 -1.558799e-06   0.011978
2012-01-13 -2.755356e-05       0.011881   0.004977  -0.000006 -1.700644e-06   0.011909
2012-01-14 -2.754629e-05       0.011812   0.005000  -0.000017 -1.842511e-06   0.011839
2012-01-15 -2.753903e-05       0.011743   0.005024  -0.000028 -1.984402e-06   0.011771
2012-01-16 -2.753176e-05       0.011674   0.005047  -0.000040 -2.126314e-06   0.011713
2012-01-17 -2.752449e-05       0.011604   0.005071  -0.000051 -2.268250e-06   0.011656
2012-01-18 -2.751722e-05       0.011535   0.005094  -0.000063 -2.410208e-06   0.011598
2012-01-19 -2.750994e-05       0.011466   0.005118  -0.000074 -2.552189e-06   0.011541
2012-01-20 -2.750267e-05       0.011397   0.005141  -0.000086 -2.694192e-06   0.011483
2012-01-21 -2.749539e-05       0.011328   0.005165  -0.000098 -2.836218e-06   0.011425
2012-01-22 -2.748812e-05       0.011258   0.005188  -0.000109 -2.978267e-06   0.011368
2012-01-23 -2.748084e-05       0.011189   0.005212  -0.000121 -3.120338e-06   0.011310
2012-01-24 -2.747356e-05       0.011120   0.005235  -0.000133 -3.262433e-06   0.011253
2012-01-25 -2.746628e-05       0.011051   0.005259  -0.000145 -3.404549e-06   0.011195
2012-01-26 -2.745899e-05       0.010982   0.005282  -0.000157 -3.546689e-06   0.011138
2012-01-27 -2.745171e-05       0.010912   0.005306  -0.000168 -3.688851e-06   0.011081
2012-01-28 -2.744443e-05       0.010843   0.005330  -0.000180 -3.831036e-06   0.011023
2012-01-29 -2.743714e-05       0.010774   0.005353  -0.000192 -3.973243e-06   0.010966
2012-01-30 -2.742985e-05       0.010705   0.005377  -0.000204 -4.115473e-06   0.010909
2012-01-31 -2.742256e-05       0.010635   0.005400  -0.000216 -4.257726e-06   0.010852
2012-02-01 -2.741527e-05       0.010566   0.005424  -0.000228 -4.400002e-06   0.010794
2012-02-02 -2.740798e-05       0.010497   0.005447  -0.000240 -4.542300e-06   0.010737
2012-02-03 -2.740068e-05       0.010428   0.005471  -0.000253 -4.684621e-06   0.010680
2012-02-04 -2.739339e-05       0.010358   0.005494  -0.000265 -4.826964e-06   0.010623
2012-02-05 -2.738609e-05       0.010289   0.005518  -0.000277 -4.969330e-06   0.010566
2012-02-06 -2.737879e-05       0.010220   0.005541  -0.000289 -5.111719e-06   0.010509
2012-02-07 -2.737149e-05       0.010150   0.005565  -0.000302 -5.254131e-06   0.010452
2012-02-08 -2.736419e-05       0.010081   0.005588  -0.000314 -5.396565e-06   0.010395
2012-02-09 -2.735689e-05       0.010012   0.005612  -0.000326 -5.539022e-06   0.010338
2012-02-10 -2.734959e-05       0.009942   0.005635  -0.000339 -5.681502e-06   0.010281
2012-02-11 -2.734228e-05       0.009873   0.005659  -0.000351 -5.824004e-06   0.010224
2012-02-12 -2.733498e-05       0.009804   0.005682  -0.000364 -5.966530e-06   0.010168
2012-02-13 -2.732767e-05       0.009734   0.005706  -0.000376 -6.109077e-06   0.010111
2012-02-14 -2.732036e-05       0.009665   0.005729  -0.000389 -6.251648e-06   0.010054
2012-02-15 -2.731305e-05       0.009596   0.005753  -0.000401 -6.394241e-06   0.009997
2012-02-16 -2.730574e-05       0.009526   0.005776  -0.000414 -6.536857e-06   0.009941
2012-02-17 -2.729842e-05       0.009457   0.005800  -0.000427 -6.679496e-06   0.009884
2012-02-18 -2.729111e-05       0.009388   0.005823  -0.000440 -6.822157e-06   0.009827
2012-02-19 -2.728379e-05       0.009318   0.005847  -0.000452 -6.964841e-06   0.009771
2012-02-20 -2.727648e-05       0.009249   0.005870  -0.000465 -7.107548e-06   0.009714
2012-02-21 -2.726916e-05       0.009180   0.005894  -0.000478 -7.250278e-06   0.009658
2012-02-22 -2.726184e-05       0.009110   0.005917  -0.000491 -7.393030e-06   0.009601
2012-02-23 -2.725451e-05       0.009041   0.005941  -0.000504 -7.535805e-06   0.009545
2012-02-24 -2.724719e-05       0.008972   0.005964  -0.000517 -7.678603e-06   0.009488
2012-02-25 -2.723987e-05       0.008902   0.005988  -0.000530 -7.821423e-06   0.009432
2012-02-26 -2.723254e-05       0.008833   0.006011  -0.000543 -7.964266e-06   0.009376
2012-02-27 -2.722521e-05       0.008763   0.006035  -0.000556 -8.107132e-06   0.009319
2012-02-28 -2.721788e-05       0.008694   0.006058  -0.000569 -8.250021e-06   0.009263
2012-02-29 -2.721055e-05       0.008624   0.006082  -0.000582 -8.392932e-06   0.009207
2012-03-01 -2.720322e-05       0.008555   0.006105  -0.000595 -8.535866e-06   0.009150
2012-03-02 -2.719589e-05       0.008486   0.006128  -0.000609 -8.678823e-06   0.009094
2012-03-03 -2.718856e-05       0.008416   0.006152  -0.000622 -8.821802e-06   0.009038
2012-03-04 -2.718122e-05       0.008347   0.006175  -0.000635 -8.964805e-06   0.008982
2012-03-05 -2.717388e-05       0.008277   0.006199  -0.000649 -9.107830e-06   0.008926
2012-03-06 -2.716654e-05       0.008208   0.006222  -0.000662 -9.250878e-06   0.008870
2012-03-07 -2.715920e-05       0.008138   0.006246  -0.000675 -9.393948e-06   0.008814
2012-03-08 -2.715186e-05       0.008069   0.006269  -0.000689 -9.537041e-06   0.008758
2012-03-09 -2.714452e-05       0.007999   0.006293  -0.000702 -9.680158e-06   0.008702
2012-03-10 -2.713718e-05       0.007930   0.006316  -0.000716 -9.823296e-06   0.008646
2012-03-11 -2.712983e-05       0.007861   0.006340  -0.000730 -9.966458e-06   0.008590
2012-03-12 -2.712248e-05       0.007791   0.006363  -0.000743 -1.010964e-05   0.008534
2012-03-13 -2.711514e-05       0.007722   0.006387  -0.000757 -1.025285e-05   0.008478
2012-03-14 -2.710779e-05       0.007652   0.006410  -0.000771 -1.039608e-05   0.008423
2012-03-15 -2.710044e-05       0.007583   0.006434  -0.000784 -1.053933e-05   0.008367
2012-03-16 -2.709308e-05       0.007513   0.006457  -0.000798 -1.068261e-05   0.008311
2012-03-17 -2.708573e-05       0.007444   0.006481  -0.000812 -1.082591e-05   0.008255
2012-03-18 -2.707837e-05       0.007374   0.006504  -0.000826 -1.096923e-05   0.008200
2012-03-19 -2.707102e-05       0.007305   0.006527  -0.000840 -1.111257e-05   0.008144
2012-03-20 -2.706366e-05       0.007235   0.006551  -0.000854 -1.125594e-05   0.008089
2012-03-21 -2.705630e-05       0.007165   0.006574  -0.000868 -1.139933e-05   0.008033
2012-03-22 -2.704894e-05       0.007096   0.006598  -0.000882 -1.154274e-05   0.007978
2012-03-23 -2.704158e-05       0.007026   0.006621  -0.000896 -1.168617e-05   0.007922
2012-03-24 -2.703421e-05       0.006957   0.006645  -0.000910 -1.182963e-05   0.007867
2012-03-25 -2.702685e-05       0.006887   0.006668  -0.000924 -1.197311e-05   0.007811
2012-03-26 -2.701948e-05       0.006818   0.006692  -0.000938 -1.211661e-05   0.007756
2012-03-27 -2.701211e-05       0.006748   0.006715  -0.000952 -1.226014e-05   0.007701
2012-03-28 -2.700474e-05       0.006679   0.006739  -0.000967 -1.240369e-05   0.007705
2012-03-29 -2.699737e-05       0.006609   0.006762  -0.000981 -1.254726e-05   0.007743
2012-03-30 -2.699000e-05       0.006539   0.006785  -0.000995 -1.269085e-05   0.007781
2012-03-31 -2.698263e-05       0.006470   0.006809  -0.001010 -1.283447e-05   0.007819
2012-04-01 -2.697525e-05       0.006400   0.006832  -0.001024 -1.297811e-05   0.007857
2012-04-02 -2.696788e-05       0.006331   0.006856  -0.001039 -1.312177e-05   0.007894
2012-04-03 -2.696050e-05       0.006261   0.006879  -0.001053 -1.326546e-05   0.007932
2012-04-04 -2.695312e-05       0.006191   0.006903  -0.001068 -1.340917e-05   0.007970
2012-04-05 -2.694574e-05       0.006122   0.006926  -0.001082 -1.355290e-05   0.008008
2012-04-06 -2.693836e-05       0.006052   0.006949  -0.001097 -1.369665e-05   0.008046
2012-04-07 -2.693097e-05       0.005983   0.006973  -0.001112 -1.384043e-05   0.008085
2012-04-08 -2.692359e-05       0.005913   0.006996  -0.001126 -1.398423e-05   0.008123
2012-04-09 -2.691620e-05       0.005843   0.007020  -0.001141 -1.412805e-05   0.008161
2012-04-10 -2.690881e-05       0.005774   0.007043  -0.001156 -1.427190e-05   0.008199
2012-04-11 -2.690143e-05       0.005704   0.007067  -0.001171 -1.441576e-05   0.008237
2012-04-12 -2.689404e-05       0.005634   0.007090  -0.001186 -1.455965e-05   0.008276
2012-04-13 -2.688664e-05       0.005565   0.007113  -0.001201 -1.470357e-05   0.008314
2012-04-14 -2.687925e-05       0.005495   0.007137  -0.001216 -1.484750e-05   0.008352
2012-04-15 -2.687186e-05       0.005425   0.007160  -0.001231 -1.499146e-05   0.008391
2012-04-16 -2.686446e-05       0.005356   0.007184  -0.001246 -1.513544e-05   0.008429
2012-04-17 -2.685706e-05       0.005286   0.007207  -0.001261 -1.527945e-05   0.008468
2012-04-18 -2.684966e-05       0.005216   0.007230  -0.001276 -1.542348e-05   0.008506
2012-04-19 -2.684226e-05       0.005147   0.007254  -0.001291 -1.556753e-05   0.008545
2012-04-20 -2.683486e-05       0.005077   0.007277  -0.001306 -1.571160e-05   0.008583
2012-04-21 -2.682746e-05       0.005007   0.007301  -0.001321 -1.585570e-05   0.008622
2012-04-22 -2.682005e-05       0.004937   0.007324  -0.001337 -1.599982e-05   0.008661
2012-04-23 -2.681265e-05       0.004868   0.007347  -0.001352 -1.614396e-05   0.008699
2012-04-24 -2.680524e-05       0.004798   0.007371  -0.001367 -1.628812e-05   0.008738
2012-04-25 -2.679783e-05       0.004728   0.007394  -0.001383 -1.643231e-05   0.008777
2012-04-26 -2.679042e-05       0.004659   0.007418  -0.001398 -1.657652e-05   0.008816
2012-04-27 -2.678301e-05       0.004589   0.007441  -0.001414 -1.672075e-05   0.008855
2012-04-28 -2.677560e-05       0.004519   0.007464  -0.001429 -1.686501e-05   0.008893
2012-04-29 -2.676818e-05       0.004449   0.007488  -0.001445 -1.700929e-05   0.008932
2012-04-30 -2.676077e-05       0.004380   0.007511  -0.001460 -1.715359e-05   0.008971
2012-05-01 -2.675335e-05       0.004310   0.007534  -0.001476 -1.729791e-05   0.009010
2012-05-02 -2.674593e-05       0.004240   0.007558  -0.001492 -1.744226e-05   0.009050
2012-05-03 -2.673851e-05       0.004170   0.007581  -0.001507 -1.758663e-05   0.009089
2012-05-04 -2.673109e-05       0.004100   0.007605  -0.001523 -1.773103e-05   0.009128
2012-05-05 -2.672367e-05       0.004031   0.007628  -0.001539 -1.787544e-05   0.009167
2012-05-06 -2.671625e-05       0.003961   0.007651  -0.001555 -1.801988e-05   0.009206
2012-05-07 -2.670882e-05       0.003891   0.007675  -0.001571 -1.816434e-05   0.009245
2012-05-08 -2.670139e-05       0.003821   0.007698  -0.001587 -1.830883e-05   0.009285
2012-05-09 -2.669396e-05       0.003752   0.007721  -0.001603 -1.845333e-05   0.009324
2012-05-10 -2.668654e-05       0.003682   0.007745  -0.001619 -1.859786e-05   0.009363
2012-05-11 -2.667910e-05       0.003612   0.007768  -0.001635 -1.874242e-05   0.009403
2012-05-12 -2.667167e-05       0.003542   0.007791  -0.001651 -1.888699e-05   0.009442
2012-05-13 -2.666424e-05       0.003472   0.007815  -0.001667 -1.903159e-05   0.009482
2012-05-14 -2.665680e-05       0.003402   0.007838  -0.001683 -1.917621e-05   0.009521
2012-05-15 -2.664937e-05       0.003333   0.007862  -0.001699 -1.932086e-05   0.009561
2012-05-16 -2.664193e-05       0.003263   0.007885  -0.001716 -1.946553e-05   0.009600
2012-05-17 -2.663449e-05       0.003193   0.007908  -0.001732 -1.961022e-05   0.009640
2012-05-18 -2.662705e-05       0.003123   0.007932  -0.001748 -1.975493e-05   0.009680
2012-05-19 -2.661960e-05       0.003053   0.007955  -0.001765 -1.989967e-05   0.009719
2012-05-20 -2.661216e-05       0.002983   0.007978  -0.001781 -2.004443e-05   0.009759
2012-05-21 -2.660472e-05       0.002913   0.008002  -0.001797 -2.018921e-05   0.009799
2012-05-22 -2.659727e-05       0.002844   0.008025  -0.001814 -2.033401e-05   0.009839
2012-05-23 -2.658982e-05       0.002774   0.008048  -0.001831 -2.047884e-05   0.009879
2012-05-24 -2.658237e-05       0.002704   0.008072  -0.001847 -2.062369e-05   0.009919
2012-05-25 -2.657492e-05       0.002634   0.008095  -0.001864 -2.076856e-05   0.009959
2012-05-26 -2.656747e-05       0.002564   0.008118  -0.001880 -2.091346e-05   0.009999
2012-05-27 -2.656001e-05       0.002494   0.008141  -0.001897 -2.105838e-05   0.010039
2012-05-28 -2.655256e-05       0.002424   0.008165  -0.001914 -2.120332e-05   0.010079
2012-05-29 -2.654510e-05       0.002354   0.008188  -0.001931 -2.134829e-05   0.010119
2012-05-30 -2.653765e-05       0.002284   0.008211  -0.001948 -2.149328e-05   0.010159
2012-05-31 -2.653019e-05       0.002214   0.008235  -0.001964 -2.163829e-05   0.010199
2012-06-01 -2.652273e-05       0.002144   0.008258  -0.001981 -2.178332e-05   0.010239
2012-06-02 -2.651526e-05       0.002074   0.008281  -0.001998 -2.192838e-05   0.010280
2012-06-03 -2.650780e-05       0.002005   0.008305  -0.002015 -2.207346e-05   0.010320
2012-06-04 -2.650033e-05       0.001935   0.008328  -0.002032 -2.221856e-05   0.010360
2012-06-05 -2.649287e-05       0.001865   0.008351  -0.002049 -2.236369e-05   0.010401
2012-06-06 -2.648540e-05       0.001795   0.008374  -0.002067 -2.250883e-05   0.010441
2012-06-07 -2.647793e-05       0.001725   0.008398  -0.002084 -2.265400e-05   0.010481
2012-06-08 -2.647046e-05       0.001655   0.008421  -0.002101 -2.279920e-05   0.010522
2012-06-09 -2.646299e-05       0.001585   0.008444  -0.002118 -2.294442e-05   0.010562
2012-06-10 -2.645552e-05       0.001515   0.008468  -0.002135 -2.308966e-05   0.010603
2012-06-11 -2.644804e-05       0.001445   0.008491  -0.002153 -2.323492e-05   0.010644
2012-06-12 -2.644056e-05       0.001375   0.008514  -0.002170 -2.338021e-05   0.010684
2012-06-13 -2.643309e-05       0.001305   0.008537  -0.002188 -2.352551e-05   0.010725
2012-06-14 -2.642561e-05       0.001235   0.008561  -0.002205 -2.367085e-05   0.010766
2012-06-15 -2.641813e-05       0.001165   0.008584  -0.002223 -2.381620e-05   0.010806
2012-06-16 -2.641065e-05       0.001095   0.008607  -0.002240 -2.396158e-05   0.010847
2012-06-17 -2.640316e-05       0.001025   0.008630  -0.002258 -2.410698e-05   0.010888
2012-06-18 -2.639568e-05       0.000955   0.008654  -0.002275 -2.425240e-05   0.010929
2012-06-19 -2.638819e-05       0.000885   0.008677  -0.002293 -2.439785e-05   0.010970
2012-06-20 -2.638070e-05       0.000815   0.008700  -0.002311 -2.454332e-05   0.011011
2012-06-21 -2.637322e-05       0.000745   0.008723  -0.002328 -2.468881e-05   0.011052
2012-06-22 -2.636572e-05       0.000675   0.008747  -0.002346 -2.483433e-05   0.011093
2012-06-23 -2.635823e-05       0.000604   0.008770  -0.002364 -2.497987e-05   0.011134
2012-06-24 -2.635074e-05       0.000534   0.008793  -0.002382 -2.512543e-05   0.011175
2012-06-25 -2.634325e-05       0.000464   0.008816  -0.002400 -2.527101e-05   0.011216
2012-06-26 -2.633575e-05       0.000394   0.008840  -0.002418 -2.541662e-05   0.011257
2012-06-27 -2.632825e-05       0.000324   0.008863  -0.002436 -2.556225e-05   0.011299
2012-06-28 -2.632075e-05       0.000254   0.008886  -0.002454 -2.570790e-05   0.011340
2012-06-29 -2.631325e-05       0.000184   0.008909  -0.002472 -2.585358e-05   0.011381
2012-06-30 -2.630575e-05       0.000114   0.008933  -0.002490 -2.599928e-05   0.011423
2012-07-01 -2.629784e-05       0.000044   0.008956  -0.002508 -2.614500e-05   0.011464
2012-07-02 -2.629074e-05      -0.000026   0.008979  -0.002526 -2.629074e-05   0.011505
2012-07-03 -2.628324e-05      -0.000096   0.009002  -0.002545 -2.643651e-05   0.011547
2012-07-04 -2.627573e-05      -0.000167   0.009025  -0.002563 -2.658230e-05   0.011588
2012-07-05 -2.626822e-05      -0.000237   0.009049  -0.002581 -2.672812e-05   0.011630
2012-07-06 -2.626071e-05      -0.000307   0.009072  -0.002600 -2.687395e-05   0.011672
2012-07-07 -2.625320e-05      -0.000377   0.009095  -0.002618 -2.701981e-05   0.011713
2012-07-08 -2.624569e-05      -0.000447   0.009118  -0.002637 -2.716570e-05   0.011755
2012-07-09 -2.623817e-05      -0.000517   0.009141  -0.002655 -2.731160e-05   0.011797
2012-07-10 -2.623066e-05      -0.000587   0.009165  -0.002674 -2.745753e-05   0.011838
2012-07-11 -2.622314e-05      -0.000658   0.009188  -0.002692 -2.760348e-05   0.011880
2012-07-12 -2.621562e-05      -0.000728   0.009211  -0.002711 -2.774946e-05   0.011922
2012-07-13 -2.620810e-05      -0.000798   0.009234  -0.002730 -2.789546e-05   0.011964
2012-07-14 -2.620058e-05      -0.000868   0.009257  -0.002748 -2.804148e-05   0.012006
2012-07-15 -2.619306e-05      -0.000938   0.009280  -0.002767 -2.818752e-05   0.012048
2012-07-16 -2.618553e-05      -0.001008   0.009304  -0.002786 -2.833359e-05   0.012090
2012-07-17 -2.617801e-05      -0.001079   0.009327  -0.002805 -2.847968e-05   0.012132
2012-07-18 -2.617048e-05      -0.001149   0.009350  -0.002824 -2.862579e-05   0.012174
2012-07-19 -2.616295e-05      -0.001219   0.009373  -0.002843 -2.877193e-05   0.012216
2012-07-20 -2.615542e-05      -0.001289   0.009396  -0.002862 -2.891808e-05   0.012258
2012-07-21 -2.614789e-05      -0.001359   0.009419  -0.002881 -2.906427e-05   0.012300
2012-07-22 -2.614036e-05      -0.001430   0.009443  -0.002900 -2.921047e-05   0.012342
2012-07-23 -2.613282e-05      -0.001500   0.009466  -0.002919 -2.935670e-05   0.012384
2012-07-24 -2.612529e-05      -0.001570   0.009489  -0.002938 -2.950295e-05   0.012427
2012-07-25 -2.611775e-05      -0.001640   0.009512  -0.002957 -2.964922e-05   0.012469
2012-07-26 -2.611021e-05      -0.001711   0.009535  -0.002976 -2.979552e-05   0.012511
2012-07-27 -2.610267e-05      -0.001781   0.009558  -0.002996 -2.994184e-05   0.012554
2012-07-28 -2.609513e-05      -0.001851   0.009581  -0.003015 -3.008818e-05   0.012596
2012-07-29 -2.608759e-05      -0.001921   0.009604  -0.003034 -3.023455e-05   0.012639
2012-07-30 -2.608005e-05      -0.001992   0.009628  -0.003054 -3.038094e-05   0.012681
2012-07-31 -2.607250e-05      -0.002062   0.009651  -0.003073 -3.052735e-05   0.012724
2012-08-01 -2.606495e-05      -0.002132   0.009674  -0.003093 -3.067378e-05   0.012766
2012-08-02 -2.605740e-05      -0.002202   0.009697  -0.003112 -3.082024e-05   0.012809
2012-08-03 -2.604985e-05      -0.002273   0.009720  -0.003132 -3.096672e-05   0.012852
2012-08-04 -2.604230e-05      -0.002343   0.009743  -0.003151 -3.111323e-05   0.012894
2012-08-05 -2.603475e-05      -0.002413   0.009766  -0.003171 -3.125975e-05   0.012937
2012-08-06 -2.602720e-05      -0.002484   0.009789  -0.003191 -3.140630e-05   0.012980
2012-08-07 -2.601964e-05      -0.002554   0.009812  -0.003210 -3.155288e-05   0.013023
2012-08-08 -2.601208e-05      -0.002624   0.009835  -0.003230 -3.169947e-05   0.013066
2012-08-09 -2.600453e-05      -0.002694   0.009859  -0.003250 -3.184609e-05   0.013109
2012-08-10 -2.599697e-05      -0.002765   0.009882  -0.003270 -3.199273e-05   0.013152
2012-08-11 -2.598941e-05      -0.002835   0.009905  -0.003290 -3.213940e-05   0.013195
2012-08-12 -2.598184e-05      -0.002905   0.009928  -0.003310 -3.228609e-05   0.013238
2012-08-13 -2.597428e-05      -0.002976   0.009951  -0.003330 -3.243280e-05   0.013281
2012-08-14 -2.596671e-05      -0.003046   0.009974  -0.003350 -3.257953e-05   0.013324
2012-08-15 -2.595915e-05      -0.003117   0.009997  -0.003370 -3.272629e-05   0.013367
2012-08-16 -2.595158e-05      -0.003187   0.010020  -0.003390 -3.287307e-05   0.013410
2012-08-17 -2.594401e-05      -0.003257   0.010043  -0.003410 -3.301988e-05   0.013453
2012-08-18 -2.593644e-05      -0.003328   0.010066  -0.003431 -3.316670e-05   0.013497
2012-08-19 -2.592887e-05      -0.003398   0.010089  -0.003451 -3.331355e-05   0.013540
2012-08-20 -2.592129e-05      -0.003468   0.010112  -0.003471 -3.346042e-05   0.013583
2012-08-21 -2.591372e-05      -0.003539   0.010135  -0.003491 -3.360732e-05   0.013674
2012-08-22 -2.590614e-05      -0.003609   0.010158  -0.003512 -3.375424e-05   0.013767
2012-08-23 -2.589856e-05      -0.003680   0.010181  -0.003532 -3.390118e-05   0.013861
2012-08-24 -2.589098e-05      -0.003750   0.010204  -0.003553 -3.404815e-05   0.013954
2012-08-25 -2.588340e-05      -0.003820   0.010227  -0.003573 -3.419513e-05   0.014048
2012-08-26 -2.587582e-05      -0.003891   0.010250  -0.003594 -3.434215e-05   0.014141
2012-08-27 -2.586824e-05      -0.003961   0.010273  -0.003614 -3.448918e-05   0.014235
2012-08-28 -2.586065e-05      -0.004032   0.010296  -0.003635 -3.463624e-05   0.014328
2012-08-29 -2.585306e-05      -0.004102   0.010319  -0.003656 -3.478332e-05   0.014421
2012-08-30 -2.584548e-05      -0.004172   0.010342  -0.003677 -3.493042e-05   0.014515
2012-08-31 -2.583789e-05      -0.004243   0.010365  -0.003697 -3.507755e-05   0.014608
2012-09-01 -2.583030e-05      -0.004313   0.010388  -0.003718 -3.522470e-05   0.014702
2012-09-02 -2.582270e-05      -0.004384   0.010411  -0.003739 -3.537187e-05   0.014795
2012-09-03 -2.581511e-05      -0.004454   0.010434  -0.003760 -3.551907e-05   0.014889
2012-09-04 -2.580751e-05      -0.004525   0.010457  -0.003781 -3.566628e-05   0.014982
2012-09-05 -2.579992e-05      -0.004595   0.010480  -0.003802 -3.581353e-05   0.015076
2012-09-06 -2.579232e-05      -0.004666   0.010503  -0.003823 -3.596079e-05   0.015169
2012-09-07 -2.578472e-05      -0.004736   0.010526  -0.003844 -3.610808e-05   0.015262
2012-09-08 -2.577712e-05      -0.004807   0.010549  -0.003865 -3.625539e-05   0.015356
2012-09-09 -2.576952e-05      -0.004877   0.010572  -0.003886 -3.640273e-05   0.015449
2012-09-10 -2.576191e-05      -0.004948   0.010595  -0.003908 -3.655008e-05   0.015543
2012-09-11 -2.575431e-05      -0.005018   0.010618  -0.003929 -3.669746e-05   0.015636
2012-09-12 -2.574670e-05      -0.005089   0.010641  -0.003950 -3.684487e-05   0.015730
2012-09-13 -2.573909e-05      -0.005159   0.010664  -0.003971 -3.699229e-05   0.015823
2012-09-14 -2.573148e-05      -0.005230   0.010687  -0.003993 -3.713974e-05   0.015917
2012-09-15 -2.572387e-05      -0.005300   0.010710  -0.004014 -3.728722e-05   0.016010
2012-09-16 -2.571626e-05      -0.005371   0.010733  -0.004036 -3.743471e-05   0.016104
2012-09-17 -2.570865e-05      -0.005441   0.010756  -0.004057 -3.758223e-05   0.016197
2012-09-18 -2.570103e-05      -0.005512   0.010779  -0.004079 -3.772978e-05   0.016290
2012-09-19 -2.569342e-05      -0.005582   0.010802  -0.004100 -3.787734e-05   0.016384
2012-09-20 -2.568580e-05      -0.005653   0.010824  -0.004122 -3.802493e-05   0.016477
2012-09-21 -2.567818e-05      -0.005724   0.010847  -0.004144 -3.817254e-05   0.016571
2012-09-22 -2.567056e-05      -0.005794   0.010870  -0.004166 -3.832018e-05   0.016664
2012-09-23 -2.566294e-05      -0.005865   0.010893  -0.004187 -3.846783e-05   0.016758
2012-09-24 -2.565531e-05      -0.005935   0.010916  -0.004209 -3.861551e-05   0.016851
2012-09-25 -2.564769e-05      -0.006006   0.010939  -0.004231 -3.876322e-05   0.016945
2012-09-26 -2.564006e-05      -0.006076   0.010962  -0.004253 -3.891095e-05   0.017038
2012-09-27 -2.563243e-05      -0.006147   0.010985  -0.004275 -3.905870e-05   0.017132
2012-09-28 -2.562480e-05      -0.006218   0.011008  -0.004297 -3.920647e-05   0.017225
2012-09-29 -2.561717e-05      -0.006288   0.011030  -0.004319 -3.935427e-05   0.017319
2012-09-30 -2.560954e-05      -0.006359   0.011053  -0.004341 -3.950209e-05   0.017412
2012-10-01 -2.560191e-05      -0.006429   0.011076  -0.004363 -3.964993e-05   0.017506
2012-10-02 -2.559427e-05      -0.006500   0.011099  -0.004385 -3.979780e-05   0.017599
