                 spacepy  spacepy-irbem  spiceypy1  spiceypy2         sunpy  |max-min|
2010-01-01 -1.421085e-14       0.011984  -0.011671  -0.000398  0.000000e+00   0.023656
2011-02-01 -1.316883e-05       0.010261  -0.003081   0.001818  1.428185e-06   0.013343
2011-02-02 -1.316068e-05       0.010194  -0.003059   0.001819  1.474375e-06   0.013253
2011-02-03 -1.315254e-05       0.010127  -0.003036   0.001819  1.520572e-06   0.013162
2011-02-04 -1.314439e-05       0.010059  -0.003013   0.001819  1.566776e-06   0.013072
2011-02-05 -1.313623e-05       0.009992  -0.002990   0.001820  1.612988e-06   0.012982
2011-02-06 -1.312808e-05       0.009925  -0.002967   0.001820  1.659207e-06   0.012892
2011-02-07 -1.311993e-05       0.009858  -0.002944   0.001820  1.705434e-06   0.012802
2011-02-08 -1.311177e-05       0.009790  -0.002921   0.001821  1.751668e-06   0.012711
2011-02-09 -1.310361e-05       0.009723  -0.002898   0.001821  1.797910e-06   0.012621
2011-02-10 -1.309545e-05       0.009656  -0.002875   0.001821  1.844159e-06   0.012531
2011-02-11 -1.308729e-05       0.009588  -0.002852   0.001821  1.890415e-06   0.012441
2011-02-12 -1.307913e-05       0.009521  -0.002829   0.001821  1.936679e-06   0.012351
2011-02-13 -1.307097e-05       0.009454  -0.002807   0.001821  1.982950e-06   0.012260
2011-02-14 -1.306281e-05       0.009386  -0.002784   0.001821  2.029229e-06   0.012170
2011-02-15 -1.305464e-05       0.009319  -0.002761   0.001821  2.075516e-06   0.012080
2011-02-16 -1.304647e-05       0.009252  -0.002738   0.001821  2.121809e-06   0.011989
2011-02-17 -1.303830e-05       0.009184  -0.002715   0.001821  2.168110e-06   0.011899
2011-02-18 -1.303013e-05       0.009117  -0.002692   0.001821  2.214419e-06   0.011809
2011-02-19 -1.302196e-05       0.009050  -0.002669   0.001821  2.260735e-06   0.011719
2011-02-20 -1.301379e-05       0.008982  -0.002646   0.001821  2.307059e-06   0.011628
2011-02-21 -1.300561e-05       0.008915  -0.002623   0.001821  2.353390e-06   0.011538
2011-02-22 -1.299744e-05       0.008848  -0.002600   0.001821  2.399728e-06   0.011448
2011-02-23 -1.298926e-05       0.008780  -0.002577   0.001820  2.446074e-06   0.011357
2011-02-24 -1.298108e-05       0.008713  -0.002554   0.001820  2.492427e-06   0.011267
2011-02-25 -1.297290e-05       0.008645  -0.002531   0.001820  2.538788e-06   0.011177
2011-02-26 -1.296472e-05       0.008578  -0.002508   0.001820  2.585156e-06   0.011086
2011-02-27 -1.295654e-05       0.008511  -0.002485   0.001819  2.631532e-06   0.010996
2011-02-28 -1.294835e-05       0.008443  -0.002462   0.001819  2.677915e-06   0.010905
2011-03-01 -1.294017e-05       0.008376  -0.002439   0.001818  2.724306e-06   0.010815
2011-03-02 -1.293198e-05       0.008308  -0.002416   0.001818  2.770704e-06   0.010725
2011-03-03 -1.292379e-05       0.008241  -0.002393   0.001818  2.817110e-06   0.010634
2011-03-04 -1.291560e-05       0.008174  -0.002370   0.001817  2.863523e-06   0.010544
2011-03-05 -1.290741e-05       0.008106  -0.002347   0.001816  2.909943e-06   0.010453
2011-03-06 -1.289922e-05       0.008039  -0.002324   0.001816  2.956371e-06   0.010363
2011-03-07 -1.289102e-05       0.007971  -0.002301   0.001815  3.002806e-06   0.010272
2011-03-08 -1.288283e-05       0.007904  -0.002278   0.001815  3.049249e-06   0.010182
2011-03-09 -1.287463e-05       0.007836  -0.002255   0.001814  3.095700e-06   0.010091
2011-03-10 -1.286643e-05       0.007769  -0.002232   0.001813  3.142157e-06   0.010001
2011-03-11 -1.285823e-05       0.007701  -0.002209   0.001813  3.188623e-06   0.009910
2011-03-12 -1.285003e-05       0.007634  -0.002186   0.001812  3.235095e-06   0.009820
2011-03-13 -1.284183e-05       0.007566  -0.002163   0.001811  3.281575e-06   0.009729
2011-03-14 -1.283362e-05       0.007499  -0.002140   0.001810  3.328063e-06   0.009639
2011-03-15 -1.282541e-05       0.007431  -0.002117   0.001810  3.374558e-06   0.009548
2011-03-16 -1.281721e-05       0.007364  -0.002094   0.001809  3.421061e-06   0.009458
2011-03-17 -1.280900e-05       0.007296  -0.002071   0.001808  3.467571e-06   0.009367
2011-03-18 -1.280079e-05       0.007229  -0.002048   0.001807  3.514088e-06   0.009277
2011-03-19 -1.279258e-05       0.007161  -0.002025   0.001806  3.560613e-06   0.009186
2011-03-20 -1.278436e-05       0.007094  -0.002002   0.001805  3.607146e-06   0.009096
2011-03-21 -1.277615e-05       0.007026  -0.001979   0.001804  3.653686e-06   0.009005
2011-03-22 -1.276793e-05       0.006959  -0.001956   0.001803  3.700233e-06   0.008914
2011-03-23 -1.275972e-05       0.006891  -0.001933   0.001802  3.746788e-06   0.008824
2011-03-24 -1.275150e-05       0.006824  -0.001909   0.001801  3.793350e-06   0.008733
2011-03-25 -1.274328e-05       0.006756  -0.001886   0.001800  3.839920e-06   0.008643
2011-03-26 -1.273506e-05       0.006689  -0.001863   0.001798  3.886497e-06   0.008552
2011-03-27 -1.272683e-05       0.006621  -0.001840   0.001797  3.933082e-06   0.008461
2011-03-28 -1.271861e-05       0.006554  -0.001817   0.001796  3.979674e-06   0.008371
2011-03-29 -1.271038e-05       0.006486  -0.001794   0.001795  4.026274e-06   0.008280
2011-03-30 -1.270215e-05       0.006418  -0.001771   0.001793  4.072881e-06   0.008189
2011-03-31 -1.269393e-05       0.006351  -0.001748   0.001792  4.119496e-06   0.008099
2011-04-01 -1.268569e-05       0.006283  -0.001725   0.001791  4.166118e-06   0.008008
2011-04-02 -1.267746e-05       0.006216  -0.001702   0.001789  4.212748e-06   0.007917
2011-04-03 -1.266923e-05       0.006148  -0.001679   0.001788  4.259385e-06   0.007827
2011-04-04 -1.266100e-05       0.006081  -0.001655   0.001786  4.306029e-06   0.007736
2011-04-05 -1.265276e-05       0.006013  -0.001632   0.001785  4.352682e-06   0.007645
2011-04-06 -1.264452e-05       0.005945  -0.001609   0.001783  4.399341e-06   0.007554
2011-04-07 -1.263628e-05       0.005878  -0.001586   0.001782  4.446008e-06   0.007464
2011-04-08 -1.262804e-05       0.005810  -0.001563   0.001780  4.492683e-06   0.007373
2011-04-09 -1.261980e-05       0.005742  -0.001540   0.001779  4.539365e-06   0.007282
2011-04-10 -1.261156e-05       0.005675  -0.001517   0.001777  4.586054e-06   0.007191
2011-04-11 -1.260331e-05       0.005607  -0.001494   0.001775  4.632751e-06   0.007101
2011-04-12 -1.259507e-05       0.005540  -0.001470   0.001774  4.679455e-06   0.007010
2011-04-13 -1.258682e-05       0.005472  -0.001447   0.001772  4.726167e-06   0.006919
2011-04-14 -1.257857e-05       0.005404  -0.001424   0.001770  4.772887e-06   0.006828
2011-04-15 -1.257032e-05       0.005337  -0.001401   0.001768  4.819614e-06   0.006738
2011-04-16 -1.256207e-05       0.005269  -0.001378   0.001767  4.866348e-06   0.006647
2011-04-17 -1.255381e-05       0.005201  -0.001355   0.001765  4.913090e-06   0.006556
2011-04-18 -1.254556e-05       0.005134  -0.001331   0.001763  4.959839e-06   0.006465
2011-04-19 -1.253730e-05       0.005066  -0.001308   0.001761  5.006596e-06   0.006374
2011-04-20 -1.252905e-05       0.004998  -0.001285   0.001759  5.053360e-06   0.006283
2011-04-21 -1.252079e-05       0.004931  -0.001262   0.001757  5.100132e-06   0.006193
2011-04-22 -1.251253e-05       0.004863  -0.001239   0.001755  5.146912e-06   0.006102
2011-04-23 -1.250427e-05       0.004795  -0.001216   0.001753  5.193698e-06   0.006011
2011-04-24 -1.249600e-05       0.004727  -0.001192   0.001751  5.240493e-06   0.005920
2011-04-25 -1.248774e-05       0.004660  -0.001169   0.001749  5.287294e-06   0.005829
2011-04-26 -1.247947e-05       0.004592  -0.001146   0.001746  5.334104e-06   0.005738
2011-04-27 -1.247120e-05       0.004524  -0.001123   0.001744  5.380921e-06   0.005647
2011-04-28 -1.246293e-05       0.004457  -0.001100   0.001742  5.427745e-06   0.005556
2011-04-29 -1.245466e-05       0.004389  -0.001077   0.001740  5.474577e-06   0.005465
2011-04-30 -1.244639e-05       0.004321  -0.001053   0.001738  5.521416e-06   0.005374
2011-05-01 -1.243812e-05       0.004253  -0.001030   0.001735  5.568263e-06   0.005283
2011-05-02 -1.242984e-05       0.004186  -0.001007   0.001733  5.615117e-06   0.005193
2011-05-03 -1.242157e-05       0.004118  -0.000984   0.001731  5.661979e-06   0.005102
2011-05-04 -1.241329e-05       0.004050  -0.000961   0.001728  5.708848e-06   0.005011
2011-05-05 -1.240501e-05       0.003982  -0.000937   0.001726  5.755725e-06   0.004920
2011-05-06 -1.239673e-05       0.003915  -0.000914   0.001723  5.802609e-06   0.004829
2011-05-07 -1.238845e-05       0.003847  -0.000891   0.001721  5.849501e-06   0.004738
2011-05-08 -1.238016e-05       0.003779  -0.000868   0.001718  5.896400e-06   0.004647
2011-05-09 -1.237188e-05       0.003711  -0.000844   0.001716  5.943307e-06   0.004556
2011-05-10 -1.236359e-05       0.003643  -0.000821   0.001713  5.990221e-06   0.004465
2011-05-11 -1.235531e-05       0.003576  -0.000798   0.001710  6.037143e-06   0.004374
2011-05-12 -1.234702e-05       0.003508  -0.000775   0.001708  6.084072e-06   0.004283
2011-05-13 -1.233873e-05       0.003440  -0.000752   0.001705  6.131008e-06   0.004192
2011-05-14 -1.233043e-05       0.003372  -0.000728   0.001702  6.177953e-06   0.004100
2011-05-15 -1.232214e-05       0.003304  -0.000705   0.001700  6.224905e-06   0.004009
2011-05-16 -1.231384e-05       0.003237  -0.000682   0.001697  6.271864e-06   0.003918
2011-05-17 -1.230555e-05       0.003169  -0.000659   0.001694  6.318831e-06   0.003827
2011-05-18 -1.229725e-05       0.003101  -0.000635   0.001691  6.365805e-06   0.003736
2011-05-19 -1.228895e-05       0.003033  -0.000612   0.001688  6.412787e-06   0.003645
2011-05-20 -1.228065e-05       0.002965  -0.000589   0.001685  6.459776e-06   0.003554
2011-05-21 -1.227235e-05       0.002897  -0.000566   0.001682  6.506773e-06   0.003463
2011-05-22 -1.226404e-05       0.002829  -0.000542   0.001679  6.553777e-06   0.003372
2011-05-23 -1.225574e-05       0.002762  -0.000519   0.001676  6.600789e-06   0.003281
2011-05-24 -1.224743e-05       0.002694  -0.000496   0.001673  6.647808e-06   0.003190
2011-05-25 -1.223913e-05       0.002626  -0.000472   0.001670  6.694835e-06   0.003098
2011-05-26 -1.223082e-05       0.002558  -0.000449   0.001667  6.741869e-06   0.003007
2011-05-27 -1.222251e-05       0.002490  -0.000426   0.001664  6.788911e-06   0.002916
2011-05-28 -1.221419e-05       0.002422  -0.000403   0.001661  6.835961e-06   0.002825
2011-05-29 -1.220588e-05       0.002354  -0.000379   0.001658  6.883017e-06   0.002734
2011-05-30 -1.219756e-05       0.002286  -0.000356   0.001654  6.930082e-06   0.002643
2011-05-31 -1.218925e-05       0.002218  -0.000333   0.001651  6.977154e-06   0.002551
2011-06-01 -1.218093e-05       0.002151  -0.000310   0.001648  7.024233e-06   0.002460
2011-06-02 -1.217261e-05       0.002083  -0.000286   0.001644  7.071320e-06   0.002369
2011-06-03 -1.216429e-05       0.002015  -0.000263   0.001641  7.118415e-06   0.002278
2011-06-04 -1.215597e-05       0.001947  -0.000240   0.001638  7.165517e-06   0.002186
2011-06-05 -1.214764e-05       0.001879  -0.000216   0.001634  7.212626e-06   0.002095
2011-06-06 -1.213932e-05       0.001811  -0.000193   0.001631  7.259743e-06   0.002004
2011-06-07 -1.213099e-05       0.001743  -0.000170   0.001627  7.306868e-06   0.001913
2011-06-08 -1.212266e-05       0.001675  -0.000146   0.001624  7.354000e-06   0.001822
2011-06-09 -1.211433e-05       0.001607  -0.000123   0.001620  7.401139e-06   0.001743
2011-06-10 -1.210600e-05       0.001539  -0.000100   0.001616  7.448286e-06   0.001716
2011-06-11 -1.209767e-05       0.001471  -0.000077   0.001613  7.495441e-06   0.001689
2011-06-12 -1.208934e-05       0.001403  -0.000053   0.001609  7.542603e-06   0.001662
2011-06-13 -1.208100e-05       0.001335  -0.000030   0.001605  7.589773e-06   0.001635
2011-06-14 -1.207266e-05       0.001267  -0.000007   0.001602  7.636950e-06   0.001614
2011-06-15 -1.206433e-05       0.001199   0.000017   0.001598  7.684135e-06   0.001610
2011-06-16 -1.205599e-05       0.001131   0.000040   0.001594  7.731327e-06   0.001606
2011-06-17 -1.204764e-05       0.001063   0.000063   0.001590  7.778527e-06   0.001602
2011-06-18 -1.203930e-05       0.000995   0.000087   0.001586  7.825734e-06   0.001598
2011-06-19 -1.203096e-05       0.000927   0.000110   0.001582  7.872949e-06   0.001595
2011-06-20 -1.202261e-05       0.000859   0.000133   0.001579  7.920171e-06   0.001591
2011-06-21 -1.201427e-05       0.000791   0.000157   0.001575  7.967401e-06   0.001587
2011-06-22 -1.200592e-05       0.000723   0.000180   0.001571  8.014638e-06   0.001583
2011-06-23 -1.199757e-05       0.000655   0.000203   0.001567  8.061883e-06   0.001579
2011-06-24 -1.198922e-05       0.000587   0.000227   0.001562  8.109136e-06   0.001574
2011-06-25 -1.198086e-05       0.000519   0.000250   0.001558  8.156396e-06   0.001570
2011-06-26 -1.197251e-05       0.000451   0.000273   0.001554  8.203663e-06   0.001566
2011-06-27 -1.196415e-05       0.000383   0.000297   0.001550  8.250938e-06   0.001562
2011-06-28 -1.195580e-05       0.000315   0.000320   0.001546  8.298221e-06   0.001558
2011-06-29 -1.194744e-05       0.000247   0.000343   0.001542  8.345511e-06   0.001554
2011-06-30 -1.193908e-05       0.000179   0.000367   0.001537  8.392808e-06   0.001549
2011-07-01 -1.193072e-05       0.000111   0.000390   0.001533  8.440114e-06   0.001545
2011-07-02 -1.192235e-05       0.000043   0.000414   0.001529  8.487426e-06   0.001541
2011-07-03 -1.191399e-05      -0.000026   0.000437   0.001524  8.534747e-06   0.001550
2011-07-04 -1.190562e-05      -0.000094   0.000460   0.001520  8.582074e-06   0.001614
2011-07-05 -1.189726e-05      -0.000162   0.000484   0.001515  8.629410e-06   0.001677
2011-07-06 -1.188889e-05      -0.000230   0.000507   0.001511  8.676752e-06   0.001741
2011-07-07 -1.188052e-05      -0.000298   0.000530   0.001507  8.724103e-06   0.001804
2011-07-08 -1.187215e-05      -0.000366   0.000554   0.001502  8.771461e-06   0.001868
2011-07-09 -1.186377e-05      -0.000434   0.000577   0.001497  8.818826e-06   0.001932
2011-07-10 -1.185540e-05      -0.000502   0.000601   0.001493  8.866199e-06   0.001995
2011-07-11 -1.184702e-05      -0.000570   0.000624   0.001488  8.913580e-06   0.002059
2011-07-12 -1.183865e-05      -0.000639   0.000647   0.001483  8.960968e-06   0.002122
2011-07-13 -1.183027e-05      -0.000707   0.000671   0.001479  9.008363e-06   0.002185
2011-07-14 -1.182189e-05      -0.000775   0.000694   0.001474  9.055767e-06   0.002249
2011-07-15 -1.181351e-05      -0.000843   0.000717   0.001469  9.103177e-06   0.002312
2011-07-16 -1.180512e-05      -0.000911   0.000741   0.001464  9.150595e-06   0.002376
2011-07-17 -1.179674e-05      -0.000979   0.000764   0.001460  9.198021e-06   0.002439
2011-07-18 -1.178835e-05      -0.001048   0.000788   0.001455  9.245455e-06   0.002502
2011-07-19 -1.177997e-05      -0.001116   0.000811   0.001450  9.292895e-06   0.002565
2011-07-20 -1.177158e-05      -0.001184   0.000834   0.001445  9.340344e-06   0.002629
2011-07-21 -1.176319e-05      -0.001252   0.000858   0.001440  9.387800e-06   0.002692
2011-07-22 -1.175480e-05      -0.001320   0.000881   0.001435  9.435263e-06   0.002755
2011-07-23 -1.174640e-05      -0.001388   0.000905   0.001430  9.482734e-06   0.002818
2011-07-24 -1.173801e-05      -0.001457   0.000928   0.001425  9.530213e-06   0.002881
2011-07-25 -1.172961e-05      -0.001525   0.000951   0.001420  9.577699e-06   0.002944
2011-07-26 -1.172121e-05      -0.001593   0.000975   0.001414  9.625193e-06   0.003008
2011-07-27 -1.171281e-05      -0.001661   0.000998   0.001409  9.672694e-06   0.003071
2011-07-28 -1.170441e-05      -0.001730   0.001022   0.001404  9.720203e-06   0.003134
2011-07-29 -1.169601e-05      -0.001798   0.001045   0.001399  9.767719e-06   0.003197
2011-07-30 -1.168761e-05      -0.001866   0.001069   0.001394  9.815243e-06   0.003260
2011-07-31 -1.167920e-05      -0.001934   0.001092   0.001388  9.862775e-06   0.003322
2011-08-01 -1.167080e-05      -0.002002   0.001115   0.001383  9.910314e-06   0.003385
2011-08-02 -1.166239e-05      -0.002071   0.001139   0.001377  9.957860e-06   0.003448
2011-08-03 -1.165398e-05      -0.002139   0.001162   0.001372  1.000541e-05   0.003511
2011-08-04 -1.164557e-05      -0.002207   0.001186   0.001367  1.005298e-05   0.003574
2011-08-05 -1.163716e-05      -0.002276   0.001209   0.001361  1.010055e-05   0.003637
2011-08-06 -1.162875e-05      -0.002344   0.001232   0.001356  1.014812e-05   0.003699
2011-08-07 -1.162033e-05      -0.002412   0.001256   0.001350  1.019571e-05   0.003762
2011-08-08 -1.161191e-05      -0.002480   0.001279   0.001344  1.024330e-05   0.003825
2011-08-09 -1.160350e-05      -0.002549   0.001303   0.001339  1.029090e-05   0.003887
2011-08-10 -1.159508e-05      -0.002617   0.001326   0.001333  1.033850e-05   0.003950
2011-08-11 -1.158666e-05      -0.002685   0.001350   0.001327  1.038612e-05   0.004035
2011-08-12 -1.157823e-05      -0.002754   0.001373   0.001322  1.043374e-05   0.004127
2011-08-13 -1.156981e-05      -0.002822   0.001397   0.001316  1.048137e-05   0.004218
2011-08-14 -1.156139e-05      -0.002890   0.001420   0.001310  1.052901e-05   0.004310
2011-08-15 -1.155296e-05      -0.002959   0.001443   0.001304  1.057665e-05   0.004402
2011-08-16 -1.154453e-05      -0.003027   0.001467   0.001298  1.062431e-05   0.004494
2011-08-17 -1.153610e-05      -0.003095   0.001490   0.001292  1.067197e-05   0.004586
2011-08-18 -1.152767e-05      -0.003164   0.001514   0.001287  1.071963e-05   0.004677
2011-08-19 -1.151924e-05      -0.003232   0.001537   0.001281  1.076731e-05   0.004769
2011-08-20 -1.151080e-05      -0.003300   0.001561   0.001275  1.081499e-05   0.004861
2011-08-21 -1.150237e-05      -0.003369   0.001584   0.001269  1.086268e-05   0.004953
2011-08-22 -1.149393e-05      -0.003437   0.001608   0.001262  1.091038e-05   0.005045
2011-08-23 -1.148549e-05      -0.003505   0.001631   0.001256  1.095808e-05   0.005136
2011-08-24 -1.147705e-05      -0.003574   0.001655   0.001250  1.100580e-05   0.005228
2011-08-25 -1.146861e-05      -0.003642   0.001678   0.001244  1.105352e-05   0.005320
2011-08-26 -1.146017e-05      -0.003710   0.001701   0.001238  1.110125e-05   0.005412
2011-08-27 -1.145173e-05      -0.003779   0.001725   0.001232  1.114898e-05   0.005504
2011-08-28 -1.144328e-05      -0.003847   0.001748   0.001225  1.119672e-05   0.005596
2011-08-29 -1.143484e-05      -0.003916   0.001772   0.001219  1.124447e-05   0.005687
2011-08-30 -1.142639e-05      -0.003984   0.001795   0.001213  1.129223e-05   0.005779
2011-08-31 -1.141794e-05      -0.004052   0.001819   0.001206  1.134000e-05   0.005871
2011-09-01 -1.140949e-05      -0.004121   0.001842   0.001200  1.138777e-05   0.005963
2011-09-02 -1.140103e-05      -0.004189   0.001866   0.001193  1.143555e-05   0.006055
2011-09-03 -1.139258e-05      -0.004258   0.001889   0.001187  1.148334e-05   0.006147
2011-09-04 -1.138412e-05      -0.004326   0.001913   0.001180  1.153114e-05   0.006239
2011-09-05 -1.137567e-05      -0.004395   0.001936   0.001174  1.157894e-05   0.006331
2011-09-06 -1.136721e-05      -0.004463   0.001960   0.001167  1.162675e-05   0.006423
2011-09-07 -1.135875e-05      -0.004531   0.001983   0.001160  1.167457e-05   0.006515
2011-09-08 -1.135029e-05      -0.004600   0.002007   0.001154  1.172240e-05   0.006607
2011-09-09 -1.134182e-05      -0.004668   0.002030   0.001147  1.177023e-05   0.006698
2011-09-10 -1.133336e-05      -0.004737   0.002054   0.001140  1.181807e-05   0.006790
2011-09-11 -1.132489e-05      -0.004805   0.002077   0.001134  1.186592e-05   0.006882
2011-09-12 -1.131643e-05      -0.004874   0.002101   0.001127  1.191378e-05   0.006974
2011-09-13 -1.130796e-05      -0.004942   0.002124   0.001120  1.196164e-05   0.007066
2011-09-14 -1.129949e-05      -0.005011   0.002147   0.001113  1.200952e-05   0.007158
2011-09-15 -1.129102e-05      -0.005079   0.002171   0.001106  1.205740e-05   0.007250
2011-09-16 -1.128254e-05      -0.005148   0.002194   0.001099  1.210528e-05   0.007342
2011-09-17 -1.127407e-05      -0.005216   0.002218   0.001092  1.215318e-05   0.007434
2011-09-18 -1.126559e-05      -0.005285   0.002241   0.001085  1.220108e-05   0.007526
2011-09-19 -1.125712e-05      -0.005353   0.002265   0.001078  1.224899e-05   0.007618
2011-09-20 -1.124864e-05      -0.005422   0.002288   0.001071  1.229691e-05   0.007710
2011-09-21 -1.124016e-05      -0.005490   0.002312   0.001064  1.234483e-05   0.007802
2011-09-22 -1.123168e-05      -0.005559   0.002335   0.001057  1.239277e-05   0.007894
2011-09-23 -1.122319e-05      -0.005627   0.002359   0.001049  1.244071e-05   0.007986
2011-09-24 -1.121471e-05      -0.005696   0.002382   0.001042  1.248865e-05   0.008078
2011-09-25 -1.120622e-05      -0.005765   0.002406   0.001035  1.253661e-05   0.008170
2011-09-26 -1.119773e-05      -0.005833   0.002429   0.001028  1.258457e-05   0.008262
2011-09-27 -1.118924e-05      -0.005902   0.002453   0.001020  1.263254e-05   0.008355
2011-09-28 -1.118075e-05      -0.005970   0.002476   0.001013  1.268052e-05   0.008447
2011-09-29 -1.117226e-05      -0.006039   0.002500   0.001005  1.272851e-05   0.008539
2011-09-30 -1.116377e-05      -0.006107   0.002523   0.000998  1.277650e-05   0.008631
2011-10-01 -1.115527e-05      -0.006176   0.002547   0.000990  1.282450e-05   0.008723
2011-10-02 -1.114678e-05      -0.006245   0.002570   0.000983  1.287251e-05   0.008815
2011-10-03 -1.113828e-05      -0.006313   0.002594   0.000975  1.292052e-05   0.008907
2011-10-04 -1.112978e-05      -0.006382   0.002617   0.000968  1.296855e-05   0.008999
2011-10-05 -1.112128e-05      -0.006450   0.002641   0.000960  1.301658e-05   0.009091
2011-10-06 -1.111278e-05      -0.006519   0.002664   0.000952  1.306462e-05   0.009183
2011-10-07 -1.110427e-05      -0.006588   0.002688   0.000945  1.311266e-05   0.009276
2011-10-08 -1.109577e-05      -0.006656   0.002711   0.000937  1.316072e-05   0.009368
2011-10-09 -1.108726e-05      -0.006725   0.002735   0.000929  1.320878e-05   0.009460
2011-10-10 -1.107875e-05      -0.006793   0.002759   0.000921  1.325685e-05   0.009552
2011-10-11 -1.107025e-05      -0.006862   0.002782   0.000914  1.330493e-05   0.009644
2011-10-12 -1.106173e-05      -0.006931   0.002806   0.000906  1.335301e-05   0.009736
2011-10-13 -1.105322e-05      -0.006999   0.002829   0.000898  1.340110e-05   0.009828
2011-10-14 -1.104471e-05      -0.007068   0.002853   0.000890  1.344920e-05   0.009921
2011-10-15 -1.103619e-05      -0.007137   0.002876   0.000882  1.349731e-05   0.010013
2011-10-16 -1.102768e-05      -0.007205   0.002900   0.000874  1.354542e-05   0.010105
2011-10-17 -1.101916e-05      -0.007274   0.002923   0.000866  1.359355e-05   0.010197
2011-10-18 -1.101064e-05      -0.007343   0.002947   0.000858  1.364168e-05   0.010289
2011-10-19 -1.100212e-05      -0.007411   0.002970   0.000849  1.368982e-05   0.010382
2011-10-20 -1.099360e-05      -0.007480   0.002994   0.000841  1.373796e-05   0.010474
2011-10-21 -1.098507e-05      -0.007549   0.003017   0.000833  1.378611e-05   0.010566
2011-10-22 -1.097655e-05      -0.007617   0.003041   0.000825  1.383427e-05   0.010658
2011-10-23 -1.096802e-05      -0.007686   0.003064   0.000817  1.388244e-05   0.010750
2011-10-24 -1.095949e-05      -0.007755   0.003088   0.000808  1.393062e-05   0.010843
2011-10-25 -1.095096e-05      -0.007824   0.003111   0.000800  1.397880e-05   0.010935
2011-10-26 -1.094243e-05      -0.007892   0.003135   0.000792  1.402699e-05   0.011027
2011-10-27 -1.093390e-05      -0.007961   0.003158   0.000783  1.407519e-05   0.011119
2011-10-28 -1.092536e-05      -0.008030   0.003182   0.000775  1.412340e-05   0.011212
2011-10-29 -1.091683e-05      -0.008098   0.003205   0.000766  1.417161e-05   0.011304
2011-10-30 -1.090829e-05      -0.008167   0.003229   0.000758  1.421983e-05   0.011396
2011-10-31 -1.089975e-05      -0.008236   0.003252   0.000749  1.426806e-05   0.011488
2011-11-01 -1.089121e-05      -0.008305   0.003276   0.000740  1.431630e-05   0.011581
2011-11-02 -1.088267e-05      -0.008373   0.003300   0.000732  1.436454e-05   0.011673
2011-11-03 -1.087413e-05      -0.008442   0.003323   0.000723  1.441279e-05   0.011765
2011-11-04 -1.086558e-05      -0.008511   0.003347   0.000714  1.446105e-05   0.011858
2011-11-05 -1.085704e-05      -0.008580   0.003370   0.000706  1.450932e-05   0.011950
2011-11-06 -1.084849e-05      -0.008649   0.003394   0.000697  1.455759e-05   0.012042
2011-11-07 -1.083994e-05      -0.008717   0.003417   0.000688  1.460588e-05   0.012135
2011-11-08 -1.083139e-05      -0.008786   0.003441   0.000679  1.465417e-05   0.012227
2011-11-09 -1.082284e-05      -0.008855   0.003464   0.000670  1.470246e-05   0.012319
2011-11-10 -1.081428e-05      -0.008924   0.003488   0.000661  1.475077e-05   0.012411
2011-11-11 -1.080573e-05      -0.008993   0.003511   0.000652  1.479908e-05   0.012504
2011-11-12 -1.079717e-05      -0.009061   0.003535   0.000643  1.484740e-05   0.012596
2011-11-13 -1.078862e-05      -0.009130   0.003558   0.000634  1.489573e-05   0.012689
2011-11-14 -1.078006e-05      -0.009199   0.003582   0.000625  1.494406e-05   0.012781
2011-11-15 -1.077150e-05      -0.009268   0.003605   0.000616  1.499241e-05   0.012873
2011-11-16 -1.076293e-05      -0.009337   0.003629   0.000607  1.504076e-05   0.012966
2011-11-17 -1.075437e-05      -0.009405   0.003653   0.000598  1.508912e-05   0.013058
2011-11-18 -1.074581e-05      -0.009474   0.003676   0.000588  1.513748e-05   0.013150
2011-11-19 -1.073724e-05      -0.009543   0.003700   0.000579  1.518586e-05   0.013243
2011-11-20 -1.072867e-05      -0.009612   0.003723   0.000570  1.523424e-05   0.013335
2011-11-21 -1.072010e-05      -0.009681   0.003747   0.000560  1.528263e-05   0.013428
2011-11-22 -1.071153e-05      -0.009750   0.003770   0.000551  1.533102e-05   0.013520
2011-11-23 -1.070296e-05      -0.009819   0.003794   0.000542  1.537943e-05   0.013612
2011-11-24 -1.069439e-05      -0.009888   0.003817   0.000532  1.542784e-05   0.013705
2011-11-25 -1.068581e-05      -0.009956   0.003841   0.000523  1.547626e-05   0.013797
2011-11-26 -1.067723e-05      -0.010025   0.003864   0.000513  1.552468e-05   0.013890
2011-11-27 -1.066866e-05      -0.010094   0.003888   0.000504  1.557312e-05   0.013982
2011-11-28 -1.066008e-05      -0.010163   0.003911   0.000494  1.562156e-05   0.014075
2011-11-29 -1.065150e-05      -0.010232   0.003935   0.000484  1.567001e-05   0.014167
2011-11-30 -1.064291e-05      -0.010301   0.003958   0.000475  1.571847e-05   0.014259
2011-12-01 -1.063433e-05      -0.010370   0.003982   0.000465  1.576693e-05   0.014352
2011-12-02 -1.062574e-05      -0.010439   0.004006   0.000455  1.581541e-05   0.014444
2011-12-03 -1.061716e-05      -0.010508   0.004029   0.000445  1.586389e-05   0.014537
2011-12-04 -1.060857e-05      -0.010577   0.004053   0.000436  1.591238e-05   0.014629
2011-12-05 -1.059998e-05      -0.010646   0.004076   0.000426  1.596087e-05   0.014722
2011-12-06 -1.059139e-05      -0.010715   0.004100   0.000416  1.600937e-05   0.014814
