                     geopack_08_dp    spacepy  spacepy-irbem  spiceypy1  spiceypy2      sunpy
2010-12-21 00:00:00      26.187577  26.184323      26.200427  26.178687  26.174993  26.187634
2010-12-21 00:10:00      26.603532  26.600317      26.617490  26.594913  26.590965  26.603582
2010-12-21 00:20:00      27.014144  27.010973      27.029187  27.005813  27.001618  27.014186
2010-12-21 00:30:00      27.418591  27.415472      27.434694  27.410566  27.406131  27.418625
2010-12-21 00:40:00      27.816052  27.812990      27.833188  27.808349  27.803681  27.816077
2010-12-21 00:50:00      28.205710  28.202712      28.223848  28.198345  28.193453  28.205725
2010-12-21 01:00:00      28.586752  28.583825      28.605861  28.579741  28.574635  28.586757
2010-12-21 01:10:00      28.958373  28.955524      28.978419  28.951732  28.946420  28.958368
2010-12-21 01:20:00      29.319778  29.317012      29.340723  29.313522  29.308014  29.319762
2010-12-21 01:30:00      29.670181  29.667505      29.691986  29.664324  29.658631  29.670154
2010-12-21 01:40:00      30.008811  30.006232      30.031435  30.003367  29.997499  30.008773
2010-12-21 01:50:00      30.334913  30.332436      30.358311  30.329894  30.323864  30.334863
2010-12-21 02:00:00      30.647749  30.645379      30.671874  30.643167  30.636986  30.647686
2010-12-21 02:10:00      30.946601  30.944345      30.971406  30.942467  30.936149  30.946526
2010-12-21 02:20:00      31.230776  31.228640      31.256211  31.227102  31.220658  31.230689
2010-12-21 02:30:00      31.499607  31.497595      31.525618  31.496400  31.489845  31.499506
2010-12-21 02:40:00      31.752453  31.750571      31.778985  31.749723  31.743070  31.752339
2010-12-21 02:50:00      31.988705  31.986958      32.015703  31.986459  31.979723  31.988578
2010-12-21 03:00:00      32.207789  32.206182      32.235195  32.206034  32.199229  32.207649
2010-12-21 03:10:00      32.409167  32.407702      32.436920  32.407907  32.401048  32.409012
2010-12-21 03:20:00      32.592337  32.591020      32.620376  32.591576  32.584678  32.592169
2010-12-21 03:30:00      32.756841  32.755675      32.785105  32.756582  32.749661  32.756659
2010-12-21 03:40:00      32.902264  32.901252      32.930689  32.902508  32.895579  32.902068
2010-12-21 03:50:00      33.028234  33.027380      33.056756  33.028982  33.022061  33.028025
2010-12-21 04:00:00      33.134430  33.133736      33.162985  33.135681  33.128784  33.134207
2010-12-21 04:10:00      33.220578  33.220045      33.249100  33.222329  33.215471  33.220341
