                     geopack_08_dp   spacepy  spacepy-irbem  spiceypy1  spiceypy2     sunpy
2010-12-21 00:00:00       9.926493  9.926485       9.954327   9.930188   9.923615  9.926453
2010-12-21 00:10:00       9.926493  9.926484       9.954327   9.930187   9.923614  9.926452
2010-12-21 00:20:00       9.926493  9.926483       9.954327   9.930186   9.923613  9.926451
2010-12-21 00:30:00       9.926493  9.926482       9.954327   9.930185   9.923612  9.926450
2010-12-21 00:40:00       9.926493  9.926480       9.954327   9.930184   9.923611  9.926449
2010-12-21 00:50:00       9.926493  9.926479       9.954327   9.930183   9.923610  9.926448
2010-12-21 01:00:00       9.926493  9.926478       9.954327   9.930182   9.923609  9.926447
2010-12-21 01:10:00       9.926493  9.926477       9.954327   9.930181   9.923608  9.926446
2010-12-21 01:20:00       9.926493  9.926476       9.954327   9.930180   9.923607  9.926444
2010-12-21 01:30:00       9.926493  9.926475       9.954327   9.930179   9.923605  9.926443
2010-12-21 01:40:00       9.926493  9.926474       9.954327   9.930177   9.923604  9.926442
2010-12-21 01:50:00       9.926493  9.926473       9.954327   9.930176   9.923603  9.926441
2010-12-21 02:00:00       9.926493  9.926471       9.954327   9.930175   9.923602  9.926440
2010-12-21 02:10:00       9.926493  9.926470       9.954327   9.930174   9.923601  9.926439
2010-12-21 02:20:00       9.926493  9.926469       9.954327   9.930173   9.923600  9.926438
2010-12-21 02:30:00       9.926493  9.926468       9.954327   9.930172   9.923599  9.926437
2010-12-21 02:40:00       9.926493  9.926467       9.954327   9.930171   9.923598  9.926435
2010-12-21 02:50:00       9.926493  9.926466       9.954327   9.930170   9.923597  9.926434
2010-12-21 03:00:00       9.926493  9.926465       9.954327   9.930169   9.923596  9.926433
2010-12-21 03:10:00       9.926493  9.926464       9.954327   9.930168   9.923595  9.926432
2010-12-21 03:20:00       9.926493  9.926462       9.954327   9.930167   9.923594  9.926431
2010-12-21 03:30:00       9.926493  9.926461       9.954327   9.930166   9.923593  9.926430
2010-12-21 03:40:00       9.926493  9.926460       9.954327   9.930165   9.923591  9.926429
2010-12-21 03:50:00       9.926493  9.926459       9.954327   9.930164   9.923590  9.926427
2010-12-21 04:00:00       9.926493  9.926458       9.954327   9.930163   9.923589  9.926426
2010-12-21 04:10:00       9.926493  9.926457       9.954327   9.930162   9.923588  9.926425
2010-12-21 04:20:00       9.926493  9.926456       9.954327   9.930161   9.923587  9.926424
2010-12-21 04:30:00       9.926493  9.926455       9.954327   9.930159   9.923586  9.926423
2010-12-21 04:40:00       9.926493  9.926453       9.954327   9.930158   9.923585  9.926422
2010-12-21 04:50:00       9.926493  9.926452       9.954327   9.930157   9.923584  9.926421
2010-12-21 05:00:00       9.926493  9.926451       9.954327   9.930156   9.923583  9.926420
2010-12-21 05:10:00       9.926493  9.926450       9.954327   9.930155   9.923582  9.926418
2010-12-21 05:20:00       9.926493  9.926449       9.954327   9.930154   9.923581  9.926417
2010-12-21 05:30:00       9.926493  9.926448       9.954327   9.930153   9.923580  9.926416
2010-12-21 05:40:00       9.926493  9.926447       9.954327   9.930152   9.923579  9.926415
2010-12-21 05:50:00       9.926493  9.926445       9.954327   9.930151   9.923577  9.926414
2010-12-21 06:00:00       9.926493  9.926444       9.954327   9.930150   9.923576  9.926413
2010-12-21 06:10:00       9.926493  9.926443       9.954327   9.930149   9.923575  9.926412
2010-12-21 06:20:00       9.926493  9.926442       9.954327   9.930148   9.923574  9.926411
2010-12-21 06:30:00       9.926493  9.926441       9.954327   9.930147   9.923573  9.926409
2010-12-21 06:40:00       9.926493  9.926440       9.954327   9.930146   9.923572  9.926408
2010-12-21 06:50:00       9.926493  9.926439       9.954327   9.930145   9.923571  9.926407
2010-12-21 07:00:00       9.926493  9.926438       9.954327   9.930144   9.923570  9.926406
2010-12-21 07:10:00       9.926493  9.926436       9.954327   9.930143   9.923569  9.926405
2010-12-21 07:20:00       9.926493  9.926435       9.954327   9.930141   9.923568  9.926404
2010-12-21 07:30:00       9.926493  9.926434       9.954327   9.930140   9.923567  9.926403
2010-12-21 07:40:00       9.926493  9.926433       9.954327   9.930139   9.923566  9.926402
2010-12-21 07:50:00       9.926493  9.926432       9.954327   9.930138   9.923565  9.926400
2010-12-21 08:00:00       9.926493  9.926431       9.954327   9.930137   9.923563  9.926399
2010-12-21 08:10:00       9.926493  9.926430       9.954327   9.930136   9.923562  9.926398
2010-12-21 08:20:00       9.926493  9.926429       9.954327   9.930135   9.923561  9.926397
2010-12-21 08:30:00       9.926493  9.926427       9.954327   9.930134   9.923560  9.926396
2010-12-21 08:40:00       9.926493  9.926426       9.954327   9.930133   9.923559  9.926395
2010-12-21 08:50:00       9.926493  9.926425       9.954327   9.930132   9.923558  9.926394
2010-12-21 09:00:00       9.926493  9.926424       9.954327   9.930131   9.923557  9.926392
2010-12-21 09:10:00       9.926493  9.926423       9.954327   9.930130   9.923556  9.926391
2010-12-21 09:20:00       9.926493  9.926422       9.954327   9.930129   9.923555  9.926390
2010-12-21 09:30:00       9.926493  9.926421       9.954327   9.930128   9.923554  9.926389
2010-12-21 09:40:00       9.926493  9.926420       9.954327   9.930127   9.923553  9.926388
2010-12-21 09:50:00       9.926493  9.926418       9.954327   9.930126   9.923552  9.926387
2010-12-21 10:00:00       9.926493  9.926417       9.954327   9.930125   9.923551  9.926386
2010-12-21 10:10:00       9.926493  9.926416       9.954327   9.930123   9.923549  9.926385
2010-12-21 10:20:00       9.926493  9.926415       9.954327   9.930122   9.923548  9.926383
2010-12-21 10:30:00       9.926493  9.926414       9.954327   9.930121   9.923547  9.926382
2010-12-21 10:40:00       9.926493  9.926413       9.954327   9.930120   9.923546  9.926381
2010-12-21 10:50:00       9.926493  9.926412       9.954327   9.930119   9.923545  9.926380
2010-12-21 11:00:00       9.926493  9.926411       9.954327   9.930118   9.923544  9.926379
2010-12-21 11:10:00       9.926493  9.926409       9.954327   9.930117   9.923543  9.926378
2010-12-21 11:20:00       9.926493  9.926408       9.954327   9.930116   9.923542  9.926377
2010-12-21 11:30:00       9.926493  9.926407       9.954327   9.930115   9.923541  9.926376
2010-12-21 11:40:00       9.926493  9.926406       9.954327   9.930114   9.923540  9.926374
2010-12-21 11:50:00       9.926493  9.926405       9.954327   9.930113   9.923539  9.926373
2010-12-21 12:00:00       9.926493  9.926404       9.954327   9.930112   9.923538  9.926372
2010-12-21 12:10:00       9.926493  9.926403       9.954327   9.930111   9.923537  9.926371
2010-12-21 12:20:00       9.926493  9.926401       9.954327   9.930110   9.923535  9.926370
2010-12-21 12:30:00       9.926493  9.926400       9.954327   9.930109   9.923534  9.926369
2010-12-21 12:40:00       9.926493  9.926399       9.954327   9.930108   9.923533  9.926368
2010-12-21 12:50:00       9.926493  9.926398       9.954327   9.930107   9.923532  9.926367
2010-12-21 13:00:00       9.926493  9.926397       9.954327   9.930106   9.923531  9.926365
